Country (Name),ASFIS species (Name),FAO major fishing area (Name),Unit (Name),[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
"Korea, Republic of","Rays, stingrays, mantas nei","Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,128,,240,,0,,0,,0,,0,,0,,175,,42,,97,,3,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Korea, Republic of","Rays, stingrays, mantas nei","Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,658,,14,,0,,0,,0,,0,,7,,0,,0,,0,,18,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,
"Korea, Republic of","Rays, stingrays, mantas nei","Indian Ocean, Western",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,276,,170,,53,,0,,1,,0,,0,,0,,88,,14,,0,,0,,0,,27,,187,,291,,315,,629,,27,,106,,114,,329,,162,,14,,23,,36,,79,,12,,1,,0,,0,,0,,0,,0,,0,,0,,56,,21,,0,,0,,0,,0,,0,
"Korea, Republic of","Rays, stingrays, mantas nei",Mediterranean and Black Sea,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Korea, Republic of","Rays, stingrays, mantas nei","Pacific, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,N,0,,0,,0,,0.1,,0,,0,,2.38,,0.13,,1.21,,0.23,
"Korea, Republic of","Rays, stingrays, mantas nei","Pacific, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,66,,0,,0,,146,,102,,25,,92,,24,,167,,239,,162,,1069,,596,,106,,75,,58,,22,,0,,0,,0,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Korea, Republic of","Rays, stingrays, mantas nei","Pacific, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,50,,7,,155,,365,,185,,96,,237,,174,,383,,30,,7,,0,,0,,0,,0,,0,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Korea, Republic of","Rays, stingrays, mantas nei","Pacific, Northwest",Tonnes - live weight,1500,,1500,,1800,,1800,,3300,,3900,,5900,,5000,,2300,,1800,,4900,,2200,,2400,,2300,,8200,,8600,,2000,,2500,,11300,,10000,,7700,,7200,,9900,,10500,,10704,,15119,,11549,,11534,,11089,,13847,,13120,,16513,,14456,,16752,,13657,,15153,,13515,,10747,,10355,,11438,,8561,,10202,,5767,,9918,,6914,,6235,,6787,,6638,,4375,,3948,,2565,,3091,,2583,,2788,,2825,,3297,,4116,,5168,,4465,,6645,,6773,,5978,,4867,,4145,,4271,,4412,,3493,,3453,,4113,,4771,
"Korea, Republic of","Rays, stingrays, mantas nei","Pacific, Southeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,356,,0,,0,,0,,668,,120,,0,,0,,0,,0,,252,,247,,38,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Korea, Republic of","Rays, stingrays, mantas nei","Pacific, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,1,,16,,0,,0,,0,,0,,30,,21,,111,,92,,45,,203,,38,,148,,73,,98,,188,,340,,177,,135,,47,,21,,197,,82,,168,,121,,162,,212,,137,,115,,198,,146,,119,,85,,123,,109,,105,,49,,0,N,1,,0,,0,,0,
"Korea, Republic of","Rays, stingrays, mantas nei","Pacific, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2818,,2267,,633,,1375,,237,,356,,3123,,3007,,1422,,1289,,1121,,2155,,1401,,1526,,1861,,1295,,1486,,1698,,1136,,704,,887,,203,,631,,546,,242,,174,,86,,0,...,0,...,0,,0,,0,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,600,,400,,445,,322,,360,,315,,364,,116,,119,,166,,177,,151,,292,,64,,18,,2,,29,,6,,56,,0,,0,,0,,34,,0,,2,,11,,1,,0,,2,,0,,0,,0,,0,,1,,0,,0,,11,,20,,58,,632,,283,,275,,71,,5,,1,,6,,0,,4,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Atlantic, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,42,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Atlantic, Southeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,68,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,15,,20,,28,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,12,,3,,7,,51,,168,,0,,1,,4,,20,,19,,0,,1,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,46,,13,,204,,172,,110,,13,,18,,77,,90,,1212,,174,,455,,361,,86,,0,,3,,4,,6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,818,,1233,,14,,5,,302,,832,,534,,10,,8,,0,...,0,...,0,,0,,0,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,41,,74,,28,,11,,0,,0,,17,,8,,258,,866,,531,,65,,23,,52,,0,,34,,2,,0,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,1,,0,,0,,0,,53,,2,,0,...,0,,0,,0,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,194,,123,,74,,136,,208,,157,,83,,6,,7,,10,,24,,11,,0,,5,,16,,0,,5,,12,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,1,,0,,0,,0,,5,,4,,0,,157,,274,,53,,76,,52,,17,,0,,0,,0,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Indian Ocean, Western",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,400,,400,,700,,632,,218,,166,,148,,208,,161,,80,,243,,164,,92,,59,,46,,0,,0,,10,,0,,5,,32,,16,,0,,30,,82,,76,,28,,64,,33,,36,,49,,59,,96,,73,,105,,119,,112,,108,,325,,179,,163,,396,,395,,524,,343,,308,,136,,0,,11,
"Korea, Republic of","Sharks, rays, skates, etc. nei",Mediterranean and Black Sea,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,22,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Pacific, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,62,,140,,157,,36,,50,,20,,71,,276,,351,,528,,959,,937,,144,,105,,0,,117,,104,,289,,216,,0,,38,,119,,646,,1173,,841,,852,,703,,239,,122,,3,,0,,0,,0,,0,,0,,74,,404,,431,,627,,327,,183,,6,,76,,80,,54,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Pacific, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,,3700,,800,,2300,,6700,,8900,,7800,,6400,,6900,,7100,,6493,,5903,,6097,,4404,,5015,,3985,,3831,,3495,,4567,,4233,,3082,,3084,,3310,,2807,,2822,,2374,,1879,,1679,,1696,,5253,,1512,,871,,0,...,565,,503,,449,,262,,389,,243,,213,,172,,259,,208,,227,,245,,341,,525,,345,,313,,332,,294,,267,,223,,177,,184,,197,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Pacific, Southeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,1,,0,,13,,22,,58,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,18,,2,,27,,0,,0,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Pacific, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,100,,100,,400,,275,,49,,45,,102,,516,,164,,217,,339,,172,,25,,309,,1283,,993,,970,,2107,,979,,1644,,1933,,710,,858,,1396,,815,,636,,191,,380,,1051,,1105,,861,,1635,,783,,537,,787,,1024,,836,,748,,589,,1011,,670,,403,,104,,290,,421,,87,,0,,0,,0,
"Korea, Republic of","Sharks, rays, skates, etc. nei","Pacific, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,5,,25,,22,,31,,63,,23,,24,,4,,56,,211,,1131,,756,,46,,174,,358,,316,,31,,0,,0,,1,,2,,78,,49,,6,,43,,101,,8,,10,,1,,14,,24,,0,,0,,0,,28,,95,,907,,515,,308,,279,,142,,0,,0,,0,,8,
"Korea, Republic of",Shortfin mako,"Atlantic, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13,,12.09,,9.78,,5.55,,2.94,,1.26,,2.84,,4.71,,0,
"Korea, Republic of",Shortfin mako,"Atlantic, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13,,10.9,,5.46,,2.73,,0,,0,,0,,0,,4.07,
"Korea, Republic of",Shortfin mako,"Atlantic, Southeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0.85,,7.05,,2.42,,3.53,,18.36,,8.69,,8.66,,0.54,
"Korea, Republic of",Shortfin mako,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,11,,6.52,,0,,1.66,,0,,0,,0,,0,,5.12,
"Korea, Republic of",Shortfin mako,"Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,4.25,,0,,0,,0,,0,,0,,0,,0,
"Korea, Republic of",Thresher,"Atlantic, Eastern Central",Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,33,,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,
Latvia,Dogfish sharks nei,"Atlantic, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,126,,0,,49,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Latvia,Rays and skates nei,"Atlantic, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2678,,536,,226,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Latvia,"Rays, stingrays, mantas nei","Atlantic, Southeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,304,,0,,475,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Latvia,"Rays, stingrays, mantas nei","Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,18,,119,,39,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Latvia,"Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,173,,0,,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Latvia,"Sharks, rays, skates, etc. nei","Atlantic, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Latvia,"Sharks, rays, skates, etc. nei","Atlantic, Southeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,31,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Lebanon,Common guitarfish,Mediterranean and Black Sea,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,3,,0,...,0,...,0,...,0,...
Lebanon,Sandbar shark,Mediterranean and Black Sea,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,12,,0,...,0,...,0,...,0,...
Lebanon,"Sharks, rays, skates, etc. nei",Mediterranean and Black Sea,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,,50,,50,,40,E,50,,50,E,50,,50,,50,,50,,50,,50,,50,,60,,55,,60,,60,,60,,55,,58,,51,E,44,E,37,E,30,E,23,E,16,E,9,E,3,,0,,0,...,0,...,0,...,0,...
Liberia,Bigeye thresher,"Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,9,,24,
Liberia,Bignose shark,"Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,47,
Liberia,Blacktip shark,"Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,19,
Liberia,Blue shark,"Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,76,,70,,0,...,0,...,0,...,25,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,76,,7,,13,
Liberia,Bull shark,"Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,355,
Liberia,Daisy stingray,"Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,75.7,
