Country (Name),ASFIS species (Name),FAO major fishing area (Name),Unit (Name),[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Benin,Spinner shark,"Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,396.1,
Benin,Stingrays nei,"Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,354.4,
Bermuda,Bluntnose sixgill shark,"Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,N,0,,0,N,0,N,0,N,0,,0,N
Bermuda,Requiem sharks nei,"Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,3,,4,,3,,2,,2,,2,,3,,3,,3,,3,,3,,2,,2,,2,
Bermuda,"Sharks, rays, skates, etc. nei","Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,,18,,14,,6,,6,,10,,12,,22,,28,,14,,12,,12,,12,,12,,14,,10,,17,,13,,9,,12,,24,,14,,5,,5,,7,,6,,3,,1,,1,,1,,2,,0,N,1,,0,N,1,,0,N,0,N,1,,0,N,0,N,0,
Bermuda,Shortfin mako,"Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,N
Bermuda,Smooth-hounds nei,"Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,1,,1,,1,,1,,2,,2,,2,,1,,1,,2,,1,,1,,1,
Bermuda,Tiger shark,"Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,1,,2,,0,N,2,,1,,1,,0,N,1,,0,N,0,N,1,,0,N,0,N
Brazil,Argentine angelshark,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,113,,1587,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Brazil,Bigeye thresher,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8,,100,,47,,72,,111,,83,,113,,83,,69,,85,,17,,22,,22,,1,,9,,4,,0,...,0,...,0,...,0,...,0,...
Brazil,Blue shark,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,150,E,800,E,0,...,0,...,743,,1103,,0,...,179,,1689,,2173,,1971,,2168,,1669,,2523,,2591,,2318,,2000,,1274,,1500,,1980,,1607,,2013,,2551,,2420,,1334,,2177,,3011,,3784,
Brazil,Chola guitarfish,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,N,0,N,0,N,100,,100,,200,,200,,300,,400,,400,,500,,300,,300,,300,,500,,700,,900,,900,,900,,900,,900,,1600,,1572,,1800,,2349,,2554,,2845,,737,,2510,,1673,,1921,,2259,,2309,,2239,,1297,,1279,,1118,E,1146,E,1100,E,1125,E,1110,E,1110,E,1110,E,162,,404,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Brazil,Oceanic whitetip shark,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,638,,534,,203,,174,,187,,78,,76,,14,,240,,0,...,0,...,0,N,0,N,7,,6,,1,,1,,1,,0,...,0,...
Brazil,"Rays, stingrays, mantas nei","Atlantic, Southwest",Tonnes - live weight,500,,500,,500,,500,,500,,500,,1000,,1000,,1000,,1100,,1200,,1500,,1800,,3000,,3100,,1500,,1600,,1600,,1600,,1700,,1900,,1900,,1700,,13000,,7201,,6745,,2221,,3180,,4118,,3810,,3892,,3797,,3904,,4170,,4644,,4994,,4950,,4687,,4096,E,4199,E,4100,E,3900,E,3700,E,3500,E,3000,E,3948,,3104,,3010,,4673,,4277,,4867,,5100,,7634,,6497,,7505,,8996,,7240,,5279,,6784,,7482,,7073,,6582,,7163,,6182,,7462,,6700,E,6300,E,5800,E,5800,E,5800,E
Brazil,Requiem sharks nei,"Atlantic, Southwest",Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1999,,0,,157,,463,,1408,,383,,1350,,940,,946,,130,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Brazil,S.Am. freshwater stingrays nei,"America, South - Inland waters",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,743,,749,,755,,746,,715,E,715,E,715,E,715,E,715,E
Brazil,Sawfishes,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,500,,1000,,900,,900,,900,,800,,200,,400,,200,,600,,900,,620,,1274,,1467,,1488,,1759,,1074,,1311,,1152,,1717,,1296,,886,,746,,717,,772,,675,E,692,E,690,E,705,E,690,E,690,E,690,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Brazil,Scalloped hammerhead,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,E,0,...,0,...,25,,170,,0,...,30,,262,,507,,508,,286,,170,,175,,177,,120,,122,,87,,74,,146,,103,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Brazil,"Sharks, rays, skates, etc. nei","Atlantic, Southwest",Tonnes - live weight,1000,,1000,,1000,,1000,,2000,,2000,,3000,,3000,,3000,,3100,,3600,,4000,,5300,,5000,,6200,,6800,,7600,,9800,,9200,,8600,,9400,,9600,,5000,,10000,,10000,,10000,,10000,,8000,,6000,,16285,,15608,,19226,,23717,,21398,,17390,,21625,,18765,,21023,,18374,E,18835,E,18800,E,18000,E,14750,E,12000,E,11000,E,10658,,8446,,10189,,12596,,13962,,13730,,11637,,10795,,9022,,9907,,11265,,7549,,7868,,9832,,10690,,11523,,9768,,11601,,10285,,10948,,9800,E,9800,E,9800,E,9800,E,9800,E
Brazil,Shortfin mako,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,E,100,E,0,...,0,...,83,,190,,0,...,27,,219,,410,,226,,285,,239,,426,,210,,157,,205,,99,,128,,192,,196,,276,,268,,173,,124,,275,,399,,739,
Brazil,Silky shark,"Atlantic, Southwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,502,,279,,0,...,70,,80,,0,...,328,,307,,286,,20,,0,N,0,...,0,...,0,...,0,...,0,...,21,,14,,16,,0,...,0,...,0,...,0,...,0,...
Brazil,Tiger shark,"Atlantic, Southwest",Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,N,3,,6,,6,,10,,10,,9,,8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
British Virgin Islands,"Sharks, rays, skates, etc. nei","Atlantic, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,1,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Brunei Darussalam,"Rays, stingrays, mantas nei","Pacific, Western Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,44,,83,,0,N,89,,40.42,
Bulgaria,Common stingray,Mediterranean and Black Sea,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2,,2,,7,,4,,7,,2,,3,,6,,0,N,1,,1,,3,
Bulgaria,Picked dogfish,Mediterranean and Black Sea,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,27,,20,,52,,53,,68,,153,,90,,51,,28,,16,,21,,14,,12,,12,E,80,,64,,40,,28,,25,,102,,126,,100,,51,,47,,15,,6,,24,,23,,9,,77,,81,,29,,31,,34,,133,,83,,50,,10,,17,
Bulgaria,"Rays, stingrays, mantas nei","Atlantic, Antarctic",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bulgaria,Requiem sharks nei,"Indian Ocean, Western",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bulgaria,"Sharks, rays, skates, etc. nei","Pacific, Southeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bulgaria,Thornback ray,Mediterranean and Black Sea,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,26,,47,,72,,93,,69,,56,,70,,43,,36,,49,,13,,9,
Cabo Verde,"Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,19,,219,,127,,66,,23,,47,,4,,3,
Cameroon,"Angelsharks, sand devils nei","Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,306,,319,,339,,359,
Cameroon,"Rays, stingrays, mantas nei","Atlantic, Eastern Central",Tonnes - live weight,0,N,0,N,0,N,0,N,100,,200,,200,,200,,300,,100,,100,,200,,200,,300,,300,,200,,200,,200,,200,,200,,900,E,895,,493,,862,,453,,444,,351,,345,,404,,407,E,416,E,367,,383,,278,,294,,233,,130,,127,,127,E,170,,170,E,165,E,77,,70,,100,E,160,,186,,170,E,161,,211,,150,,130,,133,,139,,400,E,721,,721,,721,,440,E,162,,420,E,680,E,940,E,1200,E,1460,E,1720,E,1969,,2522,,2680,,2836.23,
Cameroon,"Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,300,E,186,,137,,107,,106,,105,,128,,143,,108,,110,E,113,E,70,,80,,67,,51,,37,,22,,37,,37,E,68,,68,E,66,E,157,,92,,80,E,59,,48,,50,E,55,,86,,67,,146,,85,,95,,500,E,1091,,1091,,1091,,1090,E,952,E,825,E,700,E,575,E,450,E,325,E,200,E,62,,80,,85,,89.86,
Canada,Blue shark,"Atlantic, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,12,,11,,21,,54,,624,,581,,836,,346,,965,,1134,,977,,843,,0,...,0,...,0,,0,...,1,,0,,1,,6,,16,,32,,71,,4,
Canada,Picked dogfish,"Atlantic, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,36,,1,,3,,1,,84,,1331,,660,,564,,389,,0,,1,,13,,10,,15,,1,,167,,1316,,307,,868,,1271,,1690,,957,,431,,446,,1081,,2456,,2828,,3760,,3589,,1324,,2371,,2270,,2440,,2384,,1576,,154,,6,,125,,65,,6,,54,,1,,37,,53,,45,,36,
Canada,Picked dogfish,"Pacific, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,200,,600,,500,,700,,0,N,0,...,1000,,200,,200,,200,,300,,0,N,100,,100,,100,,5200,,1154,,716,,290,,1817,,3150,,4877,,4545,,1091,,2037,,3071,,2441,,2679,,2983,,3767,,5314,,2774,,4109,,3128,,2356,,830,,1776,,2744,,4000,,2100,,2500,,5897,,4696,,4543,,4701,,5617,,5490,,5432,,2417,,4093,,2152,,4301,,1841,,961,,876,,423,,221,,365,,215,,100,,207,,182,
Canada,Porbeagle,"Atlantic, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,9,,20,,26,,24,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1388,,1029,,1343,,1006,,965,,904,,499,,238,,143,,232,,202,,192,,93,,124,,62,,83,,30,,33,,19,,10,,6,,5,,4,,4,,4,
Canada,Rays and skates nei,"Atlantic, Northwest",Tonnes - live weight,100,,200,,100,,100,,400,,100,,0,N,100,,100,,100,,0,N,100,,0,N,0,N,100,,200,,300,,300,,400,,100,,200,,500,,100,,200,,875,,191,,1682,,2002,,1901,,1653,,1586,,1215,,196,,58,,110,,45,,170,,190,,236,,78,,125,,1134,,495,,319,,6362,,6263,,3900,,4373,,3044,,3119,,2066,,2625,,2969,,2606,,1931,,1789,,1274,,1544,,1063,,1130,,431,,716,,826,,301,,314,,241,,456,,430,,967,,548,
Canada,"Rays, stingrays, mantas nei","Pacific, Northeast",Tonnes - live weight,200,,500,,400,,400,,400,,300,,200,,300,,0,N,100,,0,N,0,N,100,,100,,100,,100,,200,,200,,200,,300,,300,,300,,300,,300,,283,,646,,738,,949,,564,,700,,1016,,960,,520,,346,,390,,370,,517,,751,,589,,352,,183,,248,,264,,249,,570,,982,,1293,,1584,,900,,1406,,1661,,1618,,1540,,2235,,1723,,1780,,1429,,1192,,933,,915,,1064,,1359,,979,,928,,847,,536,,480,,438,,298,,322,
Canada,"Sharks, rays, skates, etc. nei","Atlantic, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,,0,,0,,0,N,0,N,0,N,0,N,0,,0,N,0,,0,,0,,0,,0,,1,,3,,1,,1,,3,,21,,50,,53,,20,,23,,101,,93,,102,,531,,1004,,1122,,1000,,293,,27,,48,,25,,12,,42,,23,,29,,22,,11,,15,,8,,8,,6,,5,,8,,5,,3,,0,,0,,0,,6,,1,,8,,54,
Canada,Shortfin mako,"Atlantic, Northwest",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,67,,110,,69,,70,,78,,69,,78,,73,,80,,91,,71,,72,,43,,53,,41,,37,,29,,35,,55,,85,,83,,109,,55,,64,
Channel Islands,Blonde ray,"Atlantic, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,102,,143,,131,,169,,182,,198,,173,,221,E,88,,123,,167,
Channel Islands,Blue shark,"Atlantic, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,N,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Channel Islands,Dogfishes and hounds nei,"Atlantic, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,7,,11,,8,,9,E,10,,10,E,9,E,14,,14,E,3,,3,E,48,,30,,22,,15,,33,,51,,53,,61,,78,,93,,55,,66,,46,,60,,31,,31,,39,,25,,25,,18,,14,E,17,,15,,13,
Channel Islands,Picked dogfish,"Atlantic, Northeast",Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
