Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Luxembourg,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4048,,2162,,606,,287,,225,,244,,248,,254,,273,,242,,315,,468,,630,,462,,586,,703,,608,,553,,658,,419.34,
Luxembourg,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,7875,,5351,,4026,,3833,,3764,,3882,,4237,,4204,,4524,,4463,,5267,,5511,,5517,,5564,,5962,,6040,,5670,,5446,,5898,,5696.2,
Madagascar,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,99,,77,,120,,94,,54,,52,,47,,6,,38,,24,,55,,129,,251,,322,,654,,598,,9050,,10387,E,13949,,16456,,16497,,6654,,13313,E,13725,E,10344,,16156,,15409,,23483,,18933,,9974,,18520,,13682,,8229,,6653,,11147,,11978,,8062,,8133,,10843,,11137,,9600,,10298,,10163,,10412.13,
Madagascar,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,162,,313,,28,,61,,74,,120,,26,,8,,46,,148,,129,,100,,269,,262,,252,,248,,15308,,13616,,8099,,10627,,6961,,16588,E,12993,E,15645,E,13630,E,12633,E,17639,E,23341,E,19416,E,14726,,29949,,23594,,15126,,15060,,19497,,22834,,17583,,18586,,24885,,15403,,14308,,14170,,8070,,22323.61,
Madagascar,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,495,,100,,2,,101,,32,,378,,196,,1322,,785,,996,,1166,,2061,,521,,1442.59,
Malawi,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,823,,1065,,783,,1045,,2387,,1436,,1473,,911,,320,,254,,140,E,256,,165,,40,,66,,50,,32,,60,,50,,54,,56,,49,,33,,43,,42,,34,,26,,43,,42,,168,,585,,32,,34,,15,,21,,67,,49,,23,,9,,8,,12,,38,,59,E,118.06,
Malawi,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,460,,134,,280,,228,,233,,190,,357,,590,,130,,157,,87,,182,,499,,733,,1351,,1317,,1305,,792,,1045,,797,,463,,936,,465,,654,,1688,,499,,406,,594,,996,,598,,1998,,1938,,3725,,2654,,2247,,1536,,1416,,1865,,2427,,2413,,2910,,2169,,3044,E,4131.21,
Malawi,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,5,,0,...,0,...,0,N,4,,0,...,5,,0,N,3,,14,,0,...,0,...,0,...,0,...,0,...,9,,6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Malaysia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,36988,,35543,,39542,,38373,,60034,,54015,,62506,,41966,,51324,,90774,,91583,,80847,,60244,,61918,,61908,,66299,,88101,,85493,,81400,,78603,,77819,,51043,,60343,,52175,,49068,,59450,,105456,,94981,,128031,,132615,,118671,,146754,,127434,,127535,,143250,,143628,,140389,,131564,,126973,,152252,,198711,,131360,,157458,,171138.97,
Malaysia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,88549,,97808,,119804,,138179,,118455,,113093,,151231,,130782,,201066,,186116,,204759,,220038,,205280,,220427,,183815,,193164,,204277,,219574,,225147,,211768,,229519,,253702,,212643,,258019,,283088,,304045,,370259,,324667,,225592,,323362,,366577,,361628,,319549,,327044,,340278,,274202,,317323,,355785,,355500,,316111,,301143,,317126,,309651,,312469.31,
Malaysia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,23684,,24579,,23166,,24407,,0,...,32159,,6071,,4912,,3756,,6113,,12190,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Maldives,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,10102,,12610,,13026,,14737,,16945,,15848,,12166,,10186,,16413,,22396,,22610,,19895,,26028,,30975,,31250,,27360,,20723,,23882,,24951,,21348,,31488,,32769,,31866,,36719,,30876,,31349,,47398,,71925,,77816,,84160,,113180,,68043,,66613,,41188,,34724,,39487,,41536,,43366,,49916,,45843,,48995,,74375,,71676,,64716,E
Maldives,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,56,E,0,...,100,,144,,70,,73,,39,,87,,183,,189,,151,,645,,1656,,803,,857,,1963,,1297,,1615,,1811,,1678,,1407.57,E
Mali,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,11,,0,...,1,,53,,0,...,21,,0,...,0,...,0,...,0,...,224,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,E,1892,,653,,211,,250,,373,,879,,925,,364,,409,,361,,333,,594,,495,,301,E,333,,909,,164,,389,E,1019,E,1071,E,1610,,1178,,1086,E,2711.88,E
Mali,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,231,,195,,210,,153,,315,,0,...,435,,49,,243,,1250,,1085,,2726,,1828,E,1610,E,2487,,2282,E,2222,E,2458,E,679,,1259,E,361,,772,,1533,,2908,,2717,,3013,,2877,,5509,,6529,,10819,,10522,,13952,,16120,,16802,E,23546,,22549,,24797,,23654,E,32063,E,42348,E,41738,,52976,,50623,E,54264.61,E
Mali,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Malta,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,5,,0,...,0,...,0,...,45,,61,,73,,94,,595,,1548,,46,,388,,77,,83,,66,,123,,259,,1080,E,1013,,641,E,1270,,1574,,1582,,1849,,1992,,2256,,3145,,3306,,1465,,1377,,4353,,3160,,4607,,2423,,7290,,4440,,5977,,8519,,8500,,11113,,14462,,12242,,14708,,12193.95,
Malta,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,1213,E,1652,E,1857,E,1847,E,3458,E,2506,E,1589,E,1582,E,1826,E,2726,E,2240,E,2382,E,2288,,4481,,3325,,4386,,4945,,4239,E,4813,,4776,E,5457,,6078,,5743,,5570,,6163,,15114,,12861,,24406,,24937,,14844,,21549,,28942,,25068,,34485,,23183,,18246,,27627,,28273,,31677,,30114,,54018,,65858.5,,78414.5,,52011.36,
Malta,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,N,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,7,,0,...,0,...,578,,285,,81,,83,E,0,...,0,...,0,...,98,,12,,29,,86,,597,,271,,82,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Marshall Islands,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,110,E,100,E,81,E,90,E,5,E,515,E,68,E,0,...,174,E,3989,E,11130,E,16475,E,14983,E,21620,E,25528,E,15327,E,20366,E,25940,E,36396,E,40443,E,53561,E,55081,E,58098,E,61832,E,56111,E,50029,E,46727,E,47005,E,72015.92,E
Marshall Islands,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,45,E,190,E,150,E,59,E,115,E,112,E,95,E,70,E,65,E,60,E,55,E,60,E,60,E,65,E,45,E,96,E,87,E,112,E,60,E,119,E,101,E,201,E,247,E,339,E,308,E,392,E,410,E,1075,E,756,E,1282,E,1150,E,2860,E,1688,E,2702,E,1406,E,1377,E,2599,E,3820,E,2429.89,E
Martinique,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,10,,5,,52,,24,,38,,12,,14,,8,,26,,6,,2,,1,,18,,83,,33,,9,,51,,19,,7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Martinique,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,3228,,4308,,4719,,4999,,4257,,5077,,3984,,5000,,4185,,4926,,5339,,5201,,5735,,5942,,5658,,6088,,6156,,6098,,6340,,6449,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mauritania,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,5764,E,5850,E,7949,E,7078,E,6086,E,18703,E,13300,E,21474,E,12595,E,15371,E,13116,E,15455,E,13572,E,13356,E,10139,E,10722,E,16180,E,12245,E,9775,E,16591,,19613,,15987,,23118,E,34581,E,66961,E,65887,E,79423,,73409,,57604,,86321,,80118,,99834,,131852,,79680,,111869,,239684,,326821,,229098,,305766,,315651,E,458220,,593407,,708277,E,883985.87,
Mauritania,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,74,,0,...,0,...,0,...,5,,0,...,109,,63,,175,,135,E,100,E,117,E,153,E,294,,258,E,555,,303,,374,,455,E,569,E,502,E,859,E,795,E,846,E,120,,172,,414,,457,,78,,1372,,296,,475,,681,,1432,,2326,,1982,,2901,,3015,,4309,,3785,E,4369,,3679,,2523,E,1888.16,
Mauritius,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,1219,,1810,,1790,,1384,,1317,,1699,,2317,,2549,,3174,,4443,,3475,,4443,,5568,,5064,,3731,,6738,,7545,,8475,,9448,,12464,,13763,,15799,,12974,,15148,,18144,,27375,,28930,,32247,,33237,,36762,,52796,,52169,,49694,,52777,,66728,,61555,,69762,,70744,,84316,,76979,,79674,,146940,,122080,,130847.11,
Mauritius,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,6930,,9239,,10809,,9247,,8871,,8846,,7304,,6632,,6611,,6338,,6935,,5114,,5339,,7222,,10279,,9544,,21706,,13091,,21738,,32426,,31599,,31529,,33649,,30133,,41690,,49949,,82261,,62332,,79613,,102844,,150577,,128775,,150298,,147351,,143009,,163630,,152435,,174185,,188775,,186390,,189131,,183962,,164458,,171792.61,
Mauritius,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,115,,0,...,0,...,0,...,0,...,0,...,20915,,18075,,20720,,30236,,29743,,37123,,35920,,39769,,44690,,38893,,47230,,57106,,67202,,79214,,80148,,0,...,0,...,0,...
Mayotte,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,1,,0,...,0,...,0,...,0,...,0,...,0,...,4,,28,,127,,201,,125,,124,,122,,122,,95,,83,,80,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mayotte,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14,E,52,E,396,E,35,E,0,...,643,,869,,1150,,1136,,1017,,1210,,1264,,1067,,1648,,1298,,1179,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mexico,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,12802,,17688,,21468,,17279,,8479,,15429,,15308,,11381,,5330,,36000,,76712,,88799,,96997,,100120,,72151,,63364,,41129,,38003,,22107,,96123,,107448,,107402,,102692,,94696,,93523,,119408,,119828,,127372,,55932,,72957,,126531,,121783,,189954,,212851,,160638,,277049,,272663,,194736,,167490,,102607,,118982,,219009,,240944,,256204.48,
Mexico,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,33664,,15292,,33641,,55995,,39591,,32758,,33764,,8777,,21106,,6811,,6895,,4458,,34793,,60095,,81652,,72894,,64306,,118750,,126783,,99419,,85746,,86245,,36433,,102362,,142030,,81455,,60638,,72258,,133783,,121069,,148503,,166261,,153424,,113215,,155468,,159722,,122060,,67761,,86266,,112453,,133331,,118525,,110337,,82124.1,
"Micronesia, Fed.States of",Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,9303,,12542,,10959,E,17051,E,5494,E,6003,E,6691,E,11355,E,7412,E,17398,E,14290,E,16728,E,25431,E,23227,E,23233,E,8667,E,12933,E,16459,E,16694,E,19350,E,22429,E,30332,E,19723,E,30934,E,43698,E,38121,E,49279,E,72353,E,87788.8,E
"Micronesia, Fed.States of",Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,323,E,640,E,491,E,377,E,956,E,2054,E,2207,E,3292,E,1871,E,1811,E,814,E,1096,E,1004,E,1412,E,1136,E,1571,E,1503,E,1166,E,924,E,933,E,1037,E,1150,E,1613,E,2097,E,3160,E,2599,E,2316,E,2389,E,2160,E,2323,E,4410,E,5327.69,E
"Moldova, Republic of",Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,332,,84,,122,,43,,0,...,0,N,3,,19,,114,,0,...,0,N,12,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,3,,0,N,3.62,
"Moldova, Republic of",Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5050,,7898,,16084,,15424,,14726,,10095,,12754,,20519,,20001,,19601,,24631,,28760,,27141,,26076,,32497,,25867,,25955,,23532,,25380,,27508,,26919,,21336,,24100,,24343,,24725,,24052.77,
"Moldova, Republic of",Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,89,,531,,1992,,206,,572,,4,,0,...,0,...,0,...,114,,1,,18,,36,,0,...,0,...,27,,0,...,0,...,0,...,14,,0,...,0,...,20,,0,...,0,...
Mongolia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14,E,10,,1,,162,,45,,67,,0,N,0,...,0,N,7,,0,N,3,,0,N,2,E,0,...,0,...,4,E,102,E,9,,30,,93,,20,,0,N,0,N,0,...
Mongolia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,1500,,600,,1000,,1020,,959,,824,,675,,756,,1053,,826,E,1339,E,1155,E,1156,E,1051,E,1050,E,0,...,0,...,30,E,0,...,30,,54,,104,,29,,78,,325,,484,,444,,429,,201,,329,,318,,642,,798,E,669,E,932,E,1290,E,1912,E,1293,,1294,,822,,850,,952,,1161,,1772.43,
Mongolia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8,,0,...,0,N,0,...,0,...,0,...,0,...
Montenegro,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,235,,231,,31,,235,,118,,31,,0,N,2,,7,,1,,2,,7,,1,,2.06,
Montenegro,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2067,,2486,,2220,,2348,,2345,,2260,,1900,,2145,,2055,,2242,,2399,,2818,,2672,,3806.41,
Montserrat,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,57.6,E
Montserrat,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,46,,70,E,72,E,73,E,60,,65,,63,,58,,75,,58,,61,,48,,47,,59,,65,,57,,68,,59,,67,,72,E,63.92,E
Morocco,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,94085,,63451,,74456,,75961,,67163,,113844,,71709,,86603,,89784,,98110,,114238,,116845,,116125,,113479,,125833,,119832,,93659,,82326,,87545,,118984,,96004,,103380,,110937,,111034,,146449,,235927,,224048,,244770,,225703,,271018,,334799,,311144,,384288,,422105,,417034,,297852,,396968,,419306,,491588,,533353,,561218,,603810,,623607,,658987.49,
Morocco,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,174,,45,,11,,6,,7,,4,,8,,8,,305,,25,,1192,,830,,1989,,3131,,2085,,1116,,4070,,11158,,9171,,5802,,5375,,18019,,14988,,9452,,6292,,6909,,11219,,13242,,24770,,23607,,31546,,23453,,45155,,24400,,19795,,18527,,11613,,14024,,29327,,29589,,27442,,35569,,54565,,42784.18,
Mozambique,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,49,,132,,99,,430,,265,,654,E,1109,,17,E,5585,E,3170,E,4515,E,3076,E,1450,,2015,,3461,,6220,,5861,,879,,1872,E,1604,E,1009,,1139,,2469,,3980,,4444,,8215,,7845,,4768,E,5224,E,5486,E,5457.17,E
Mozambique,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,9468,,7000,E,13343,E,18241,,15739,,9625,,15221,E,16968,E,11900,E,9032,E,11262,,11893,,13907,E,7515,E,6966,E,7544,E,4600,E,4790,E,2016,E,1985,E,1651,E,7578,E,2266,E,3394,E,4859,E,4556,,6683,,9595,,14961,,21966,E,17755,,14900,,19643,,18724,,16780,,27879,,27278,,45391,E,50353,E,52390,,37224,E,35562,E,40082,E,37783.61,
Myanmar,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,36,,245,,722,E,1260,E,3000,,4300,,6000,,7900,,5300,,4600,,3700,E,726,,1192,,3820,,7117,,11621,,11032,,21053,,12884,,78590,,34741,,41068,,44906,,62962,,64095,,84064,,128568,,125733,,113170,,189886,,193433,,141884,,277773,,268865,,326124,,316519,,323727,,309795,,194365,,194895,,225829,,314272,E,384003,,399280,
Myanmar,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,20,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,366,E,1305,E,404,E,468,E,530,E,498,E,657,E,673,E,314,E,507,E,378,E,78,,257,E,884,E,1223,E,1503,E,1256,E,1474,E,1721,E,1998,E,3263,E,4406,E,4869,E,4110,E,4971,E,3066,E,5034,,3172,,4600,,12187.49,
Namibia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,236940,E,263100,E,320804,E,308583,E,266783,,292994,,423544,,407577,,408294,,339013,E,354298,,339695,,324272,,282144,,429226,,349324,,370876,,357817,,322260,,367019,,343731,,394487,,400408,,423027,,397954,,460575,,390621,,383384.85,
Namibia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,11301,,35671,,47550,,34323,,129307,,46894,,20413,,16405,,23671,,18428,,13806,,19155,,21207,,32398,,26706,,15440,,13837,,14281,,18199,,17313,,19463,,18118,,23164,,17376.16,
Namibia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1254,,864,,439,,0,...,0,...
Nepal,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,0,...,0,...,0,...,0,...,17,E,0,...,25,E,2,E,8,,0,...,0,...,0,...,0,...,0,...,5,,1,,6,,14,,7,,0,N,5,,14,,19,,13,E,56.1,E
Nepal,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,767,,234,,203,,351,,291,,137,,0,...,0,...,0,...,543,E,449,E,337,E,424,E,109,E,174,E,171,E,150,E,124,E,365,,246,E,175,E,428,E,701,E,1690,E,4644,,3423,,10600,,10844,,8953,,12942,,7935,,8513,,8657,,8107,E,10333.54,E
Netherlands,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,192552,,190705,,225635,,279933,,308370,,396378,,439946,,408101,,456837,,498698,,560920,,534176,,498117,,562729,,651160,,628953,,694955,,734916,,777496,,657605,,576223,,590117,,565506,,673799,,564165,,590906,,639164,,721678,,838374,,882329,,776000,,733614,,648268,,627367,,700255,,624277,,731905,,710218,,903713,,908603,,973733,,1117733,,1117598,,1094668.29,
Netherlands,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,259956,,254983,,295019,,315395,,303912,,315665,,379668,,307573,,363328,,459395,,410732,,442460,,465573,,542459,,595304,,548492,,551531,,571259,,905086,,731156,,497144,,485017,,406453,,629452,,575758,,603441,,559598,,592806,,571423,,659237,,642152,,667583,,564729,,649254,,762601,,672938,,766629,,690499,,759834,,673868,,671781,,861791,,846521,,811143.81,
Netherlands Antilles,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,40,E,0,...,0,...,0,...,0,...,0,...,51,,21,,25,,13,,26,,226,,137,,36,,32,,26,,33,,204,E,370,E,3283,E,6189,E,7199,E,7869,E,6597,E,8261,E,9182,E,2156,E,3110,E,1990,E,10198,E,15519,E,12800,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Netherlands Antilles,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,1901,,1734,,1862,E,2081,,1956,E,1939,,2066,,2288,,2286,,1823,,2182,,2342,,2270,,2457,,2341,,1198,,1131,,1658,,1408,,2031,,1483,E,1894,E,1151,,2028,E,2266,E,1904,E,1255,E,1467,E,1641,E,1333,,1681,,1320,,1945,,2348,E,1894,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
New Caledonia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,7,,102,,18,,19,,20,,237,,684,,554,,246,,392,,645,,1078,,1273,E,1320,E,1417,E,1200,E,1002,E,1195,,1401,,1086,,950,,699,,631,,717,,967,,1140,,1102,,1669,,1155,,1179,,631,,667,,751,,962,,1145,,862,,809,,805,,655,,631,E,450,,371,E,268,E,388.88,E
New Caledonia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,762,,844,,728,,776,,710,,827,,817,,799,,743,,819,,939,,906,,805,E,1041,,997,E,994,,1013,,906,,1044,,933,,1173,,2366,,2885,,1623,,2063,,3683,,2772,,3283,,4358,,4404,,3280,,4396,,4530,,2950,,3765,,4153,,4521,,3200,,3783,,2722,,3253,,2700,E,3017,E,2957.78,E
New Caledonia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,42,,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
New Zealand,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,15575,,20906,,27523,,50070,,72955,,90979,,78177,,85972,,93976,,96369,,117907,,108484,,162335,,157645,,148829,,212477,,225105,,248513,,205133,,209344,,221162,,238431,,251012,,259465,,233332,,226924,,238047,,225770,,226857,,218705,,216640,,211976,,195316,,204503,,236202,,219375,,245547,,240594,,236506,,237234,,206122,,230022,,204551,,196970.15,
