Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Dominican Republic,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,207,,329,,469,,408,,387,,425,,478,,460,,493,,1576,,924,E,553,,395,,334,,368,,124,E,218,E,401,E,169,E,529,E,680,,1851,,2113,,1866,,1508,,1498,,2119,,4283,,1212,,1471,,803,,705,,1113,,1209,,1924,,4840,,3109,,3276,,4205,,2679,,1561,,2138,,1797,E,3123,E
Dominican Republic,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,9100,E,13449,,11963,,15688,,18778,,13371,,14076,,13530,,8040,,15052,,19038,E,16165,E,18517,E,18609,E,18474,E,13906,E,11622,E,15916,E,15909,E,16231,E,18039,E,22338,E,21276,E,24530,E,27713,E,27063,E,23441,,18972,,19936,,20864,,25027,,31821,,26820,,33938,,29817,,33689,,29637,,23261,,26514,,27704,,30840,,29775,,34876.7,E,31914,E
Ecuador,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,63527,,92550,,102337,,125092,,145388,,135068,,144812,,46216,,137406,,226261,,237634,,150666,,169671,,137032,,89867,,71792,,45592,,78197,,94831,,131126,,227381,,174549,,154317,,202532,,228588,,257472,,221385,,269673,,278603,,276374,,327693,,333597,,332926,,345039,,335424,,415212,,411715,,456073,,445091,,416835,,460448,,444201,,449486,,420352.12,
Ecuador,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,136,,285,,370,,508,,536,,153,,7,,0,...,6,,46,,0,...,0,...,0,...,0,...,6329,,11402,,1889,,10586,,18808,,20328,,22592,,14676,,38405,,12471,,7697,,24442,,44530,,60197,,50793,,46264,,50047,,87866,,156816,,193003,,191939,,201799,,117308,,91462,,165735,,116318,,96769,,96670,,132729,,189042.27,
Egypt,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,91,,229,,73,,145,,110,,126,,90,,137,,114,,165,,674,,699,,1021,,2188,,3450,,2355,,1771,,1123,,1109,,1189,,734,,972,,615,,526,,636,,661,,1621,,2401,,3210,,4405,,3334,,3590,,5790,,4380,,10144,,9890,,14680,,18000,,23655,,18364,,27844,,23283,,15272,,14866.46,
Egypt,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,66074,,42516,,79910,E,35342,E,57361,E,97002,E,104991,E,148098,E,166835,E,106237,E,141770,E,132163,E,121727,E,123851,E,144055,E,105482,E,138785,E,104305,E,152979,,124971,,207755,,165715,,216251,,245057,,260673,,258953,,175232,,176874,,237808,,238479,,251151,,260734,,196364,,231727,,302157,,249129,,310581,,265742,,562605,,501560,E,382672,,384996,,436864,,570211.15,
El Salvador,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,186,,425,,534,,511,,423,,318,,229,,66,,31,,209,,256,,322,,447,,615,,457,,896,,752,,1052,,313,,150,,280,,1290,,1018,,3841,,1036,,427,,6320,,10207,,14056,,20547,,16079,,18997,,22021,,22173,,17611,,17779,,22052,,24750,,24568,,23667,,27883,,28915,,23781,,23947.2,
El Salvador,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,1468,,2009,,2073,,1604,,1695,,1501,,365,,371,,774,,816,,1054,,1802,,2420,E,2831,E,2717,,2374,,3713,,6156,,6830,,4587,,3647,,3631,,3005,,3021,,4615,,5645,,3693,,7055,,11016,,31490,,18318,,25279,,10911,,34775,,21475,,13255,,16314,,22408,,21045,,20850,,18504,,22468,,20637,,19888.94,
Equatorial Guinea,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,2,,3,,207,,194,,100,E,0,...,0,...,0,...,12,E,2,E,0,...,0,...,0,...,0,...,15,E,196,E,281,E,663,E,746,E,395,E,144,E,29,E,18,E,16,E,3,E,26,E,30,E,20,E,30,E,10,E,21,E,30,E,24,E,23,E,24,E,24,E,21,E,30,E,28.66,E
Equatorial Guinea,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,1402,E,2423,,3023,,1561,,1655,,3585,,1696,,3288,,2649,,3039,E,4602,,3817,E,4259,,1635,,3162,,4105,E,3137,E,2710,E,1889,E,2044,E,2476,E,4302,E,3290,E,4437,E,6135,E,5851,E,7645,E,7227,E,5526,E,9568,E,7484,E,8824,E,11166,E,10279,E,8375,E,5466,E,5694,E,6863,E,5492,E,6929.81,E
Eritrea,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,E,15,E,79,E,0,...,280,E,441,E,120,E,99,E,413,,53,E,51,E,11,E,127,E,33,E,6,E,0,...,0,...,20,E,0,...,0,...,0,...,6,E,0,...,7,E,4.97,E
Eritrea,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13,E,90,E,4,E,0,...,31,E,46,E,82,E,81,E,1627,,175,E,60,E,183,E,80,E,89,E,6,E,41,E,1,E,80,E,27,E,66,E,12,E,9,E,5,E,23,E,33.32,E
Eritrea,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,54,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Estonia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14134,E,65909,,102789,,106424,,92382,,148823,,161818,,118015,,95002,,159511,,141078,,123771,,92163,,124210,,110978,,104773,,114240,,110853,,110452,,97699,,91441,,89242,,85463,,81883,,79340,,87904,,96712,,109412.02,
Estonia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1578,,5944,,22593,,27871,,27213,,68989,,70491,,43655,,52186,,61130,,51978,,47714,,28513,,28512,,24987,,32039,,41955,,31482,,26787,,23700,,37633,,33544,,28194,,22853,,21501,,23646,,28735,,43346.26,
Eswatini,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,955,,617,,625,,1001,,695,,685,,1019,,1460,,922,,874,,95,,97,E,24,E,20,E,20,E,2,E,1,E,1,E,1,E,0,N,12,,0,N,8.96,
Eswatini,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5177,,4293,,5150,,4695,,3062,,2698,,5097,,4646,,3562,,1693,,1292,,1207,E,723,E,720,E,719,E,1249,E,1513,E,2800,E,2824,E,2280,,2650,,2660,,2712.45,
Eswatini,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,462,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Ethiopia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,23,,1,E,8,,0,...,5,,8,,6,,3,,10,,0,N,0,...,315,,578,,394,,489,,850,,826,,927,,798,,904,,920,,371,,357,,289,,193.81,
Ethiopia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,27,,15,,67,,38,,58,E,76,,95,,108,E,50,,24,,250,,348,,206,,331,,789,,369,,749,,342,,390,,516,,589,,960,,967,,1089,,1138,,1032,,737,,1596.91,
Ethiopia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...
Ethiopia PDR,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,343,,211,,0,...,0,...,0,...,11,,12,,20,,17,,180,,80,,100,,20,,36,,97,,2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Ethiopia PDR,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,342,,528,,346,,31,,4,,678,,4,,33,,18,,75,,260,,3,,28,,498,,170,,4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Falkland Is.(Malvinas),Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1498,,95,,165,,225,,140,,486,,649,,4531,,6976,,4365,,13236,,17132,,16702,,14462,,17888,,18805,E,21117,E,19653,,20363,,12040,,16937,,21925,,38027,,24666,,7561,,24569,,21851,,5263,,6638,,4349,,6832,,6289,
Falkland Is.(Malvinas),Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17,E,21,E,14,E,23,E,16,E,41,E,14,E,3,E,59,E,102,E,110,E,153,E,1,E,7,E,51,E,23,E,10,E,11,E,11,E,14,E,24,E,24,E,14,E,36,E,27,E,21,E,85,E,17,E,8,E,35.65,E
Faroe Islands,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,109288,,127555,,109778,,97843,,102691,,99138,,84184,,115689,,119253,,126347,,116182,,127564,,132720,,110213,,154674,,155959,,159940,,146092,,137436,,207816,,257185,,262162,,253283,,225478,,285798,,313286,,297802,,363289,,325384,,286857,,284249,,364280,,300473,,256367,,356735,,324631,,378950,,359057,,359353,,329756,,341930,,432850,,394797,,437156,
Faroe Islands,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,3913,,102,,2288,,540,,2028,,5618,,4631,,2265,,1505,,403,,1260,,2487,,1285,,2037,,16021,,18647,,39316,,37382,,50429,,53428,,94999,,69796,,83129,,72783,,59088,,82613,,73355,E,90488,,73257,,49702,,49658,,33462,,44974,,82224,,46952,E,45512,E,58319,E,33544,E,23041,E,31662,E,40295,E,34841,E,34989,E,20308.49,E
Fiji,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,473,,2367,,4120,,5575,,3392,,5489,,2668,,5112,,4767,,3127,,4750,,5142,,7714,,7737,,7613,,8768,,6196,,11421,,12770,,11846,,10574,,14267,,11109,,12589,,10420,,11724,,14762,,17244,,19343,,22064,,24242,,28032,,32808,,21305,,27840,,28033,,13148,E,33691,,39638,,30725,,35976,,31589,,22924,,49286.42,
Fiji,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,8533,,11013,,14616,,10503,,12786,,11276,,8762,,7987,,8599,,11222,,15812,,13313,,26129,,23306,,17610,,24098,,13358,,21968,,13799,,16323,,14405,,17628,,16267,,12494,E,7470,,13833,,19384,,35339,,37619,,34242,,23811,,24186,,24732,,22911,,38528,,71922,,79922,,63701,,121308,,82723,,59227,E,43751,,30643,,25473.01,
Fiji,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,3141,,3632,,4421,,1680,,3820,,1924,,734,,504,,428,,1153,,178,,1092,,1420,,2007,,2018,,762,,7,,31,,79,,1038,,2419,,10,,28,,28,,0,...,0,...,3,,0,...,0,...,476,,0,...,3306,,1671,,6036,,11510,,32108,,60497,,47332,,60786,,22763,,39063,,42099,,37526,,0,...
Finland,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,276,,389,,1593,,2304,,3512,,5363,,3732,,7235,,6672,,4551,,2100,,4259,,1957,,939,,1128,,817,,759,,1066,,6779,,10240,,10711,,16776,,14093,,20270,,15399,,15136,,12341,,9064,,17746,,23372,,24408,,38945,,47819,,56449,,54962,,55587,,53605,,55170,,61209,,64013,,64759,,57271,,58914,,63939.91,
Finland,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,79447,,62191,,77631,,96332,,110715,,109228,,117353,,113961,,110096,,117094,,99903,,102606,,102719,,106216,,106084,,95130,,96615,,92485,,168823,,99507,,121487,,136251,,95076,,57516,,76240,,88713,,75392,,65791,,75225,,71527,,75465,,68923,,61207,,63472,,63582,,58666,,63546,,67926,,64335,,64575,,56765,,56492,,52561,,38216.69,
France,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,104624,,96797,,107189,,105610,,111624,,115655,,129588,,143420,,130274,,166245,,187221,,192236,,205832,,249498,,277112,,277381,,312011,,334349,,350695,,329073,,340934,,338865,,302877,,364307,,396637,,356384,,320113,,390035,,411562,,314254,,331023,,304080,,341734,,268241,,257008,,238011,,280745,,249604,,233217,,253040,,252872,,252116,,257053,,251885.58,
France,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,286996,,330039,,333449,,342387,,345296,,352119,,352811,,365474,,368113,,404579,,413482,,467164,,501315,,508599,,567051,,554033,,572638,,579048,,625533,,605665,,613723,,606568,,633013,,639511,,650410,,657457,,637903,,643592,,656085,,648131,,657873,,635809,,642702,,630922,,634851,,643371,,628455,,638656,,650923,,652544,,663292,,694818,,700811,,689835.04,
French Guiana,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,433,,323,,223,,199,,193,,651,,326,,580,,567,,632,,692,,496,,460,,787,,919,,784,,1073,,1164,,1160,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
French Guiana,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,418,,473,,420,,405,,406,,411,,378,,745,,915,,998,,826,,990,,1072,,768,,1124,,1092,,1423,,1396,,1612,,1688,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
French Polynesia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,68,,163,,44,,199,,0,...,0,...,2,,23,,0,N,1,,15,,27,,53,,3,E,127,,130,E,116,E,222,,184,,217,,115,,1118,,883,,893,,1751,,2801,,1919,,1204,,766,,582,,629,,854,,441,,786,,942,,903,,1538,,1211,,1463,,1776,,1239,E,1077,E,1344,E,1495.37,E
French Polynesia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,816,,632,,1006,,1067,,960,,1103,,1008,,1069,,1005,,1203,,1306,E,1296,E,1459,,1617,E,1536,,1550,E,1574,E,1612,,1704,,1391,,1637,,1459,,1844,,1189,,1422,,1483,,1354,,1494,,1480,,1845,,1409,,1633,,1776,,1689,,1633,,1829,,1957,,1792,,1780,,1630,,1461,E,1490,E,2191,E,2233.93,E
Gabon,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,80,,36,,28,,76,,190,,94,,53,,30,,63,E,58,E,49,,75,,596,E,170,,352,,286,,574,,1307,,629,,1636,,450,,2633,,2789,,2869,,1100,,2361,,1478,,1284,E,1178,E,1172,E,1183,E,1306,E,1161,E,1031,E,944,E,869,E,881.75,E
Gabon,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,2754,,4860,,3817,,5966,,7677,,7913,,7728,,7388,,9117,,8328,,9863,,11006,,8641,,7999,,6612,,7423,,6956,,9856,,8019,,3383,E,12028,,11488,,10440,,9456,,10990,,11526,,1813,,3868,,7683,,8120,,10587,,9070,,9988,,11986,,11026,E,15362,E,15148,E,18666,E,20937,E,21198,E,20294,E,19221,E,24025,E,24829.77,E
Gambia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,11497,E,17471,E,9577,E,1500,,1250,,940,,1086,,582,,0,...,577,,352,,501,,680,,759,,612,,653,,880,E,1044,,1524,,1104,E,1166,,872,,827,,832,,582,,364,,605,,440,,206,E,540,E,63,,1230,,830,,3796,,5133,,2312,,1822,,1059,,654,,1516,E,2210,,4849,,4656,,5666.11,
Gambia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,9626,E,11069,E,7576,E,100,E,234,E,338,,146,E,615,,836,E,350,E,300,E,200,E,0,...,3,,7,,54,,88,E,320,,124,,187,E,319,,443,,792,,863,,826,,650,,1559,,2145,,1882,E,1168,E,1940,E,2232,,2505,,3460,,5704,,3628,,2129,,1605,,950,,1248,E,1463,,1991,,1559,,2845.88,
Gambia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,36,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,652,,542,,111,,69,,0,...,0,...,0,...,0,...,0,...
Georgia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,255,,27,,322,,1424,,198,,428,,831,,2971,,342,,7781,,3437,,16771,,6234,,7762,,14891,,21480,,26047,,11208,,1959,,12958,,19881,,21891,,23124,,13909,,18890,,11608.51,
Georgia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1192,,464,,2199,,5102,,5059,,6327,,4191,,2676,,2585,,3700,,4778,,9228,,14451,,18692,,20715,,25385,,18260,,20411,,21127,,17957,,19367,,16430,,17805,,17327,,18673,,14825,,15277.14,
Georgia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,...,1,,37,,0,...,0,...,0,...,0,...,0,...,246,,187,,97,,307,,77,,108,,100,,8,,123.32,
Germany,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,164815,,188637,,184654,,190661,,216335,,217074,,316905,,304771,,345580,,348633,,336651,,325683,,340994,,459509,,405492,,370164,,367614,,421993,,561928,,506470,,535427,,610626,,572617,,566268,,551661,,594656,,613697,,581648,,611293,,664659,,648455,,744990,,750655,,766775,,782123,,725014,,819265,,799926,,898209,,839184,,787356,,777418,,846026,,744857.82,
Germany,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,765985,,759860,,720979,,779512,,845065,,728512,,892814,,885217,,937741,,1107024,,1106880,,954690,,901461,,1125846,,1030536,,954459,,925692,,864144,,998135,,937778,,924597,,946672,,962134,,826127,,937780,,844114,,869914,,833872,,795341,,849445,,886176,,885158,,864040,,958386,,911357,,883574,,935987,,843576,,933357,,853294,,871538,,796586,,826140,,788281.19,
Ghana,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,2993,,7423,,38340,,39284,,29082,,33708,,32169,,29468,,25872,,26737,,32801,,21051,,25250,,12989,,25217,,30677,E,22822,E,24584,E,32168,E,29035,E,30415,,42386,,33751,,38542,,52792,,58622,,44867,E,45173,,43797,,35126,,23418,,24906,,23474,,19292,E,24299,E,24431,E,28214,E,25045,E,27470,E,33605,E,43071,E,62423,,71308,,62530.72,
Ghana,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,102528,,61819,,64468,,52766,,32645,,29028,,19603,,22590,E,15160,E,26128,E,34874,E,21672,E,14126,,23448,,22698,,26576,,41052,,40983,,39145,E,58677,E,102720,,218421,,183322,,195595,E,168330,,168251,,221096,,108825,,285452,E,269014,,301711,,372103,,293822,,256624,,216572,,332848,,240771,,355368,,278609,,298826,,369321,,359720,,356811,,392101.16,
Greece,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,3161,,2505,,1997,,2509,,3091,,1879,,1955,,2580,,3756,,5337,,6776,,9068,,7562,,11031,,7727,,8133,,9292,,20217,,18750,,18058,,26494,,33810,,34648,,47936,,57406,,65358,,52901,,63386,,65674,,67619,,81033,,107326,,98048,,105287,,115599,,97657,,104363,,102218,,93231,,90262,,102464,,114398,,114799,,118419.41,
Greece,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,26150,,20571,,23731,,27942,,26729,,45839,,48920,,46090,,47334,,54863,,60597,,60037,,54324,,63322,,64405,,62828,,60662,,62493,,69810,,72108,,84467,,93181,,100696,,99345,,121787,,145209,,146604,,158303,E,130167,,160001,,159251,,181056,,182483,,183930,,157208,,135955,,149342,,143486,,155514,,148793,,154681,,154569,,167663,,185645.04,
Greenland,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,11958,,15626,,15958,,20006,,21170,,23061,,19549,,18697,,9983,,12589,,10600,,12623,,29841,,49107,,29081,,14456,,13938,,11742,,11211,,14386,,26913,,28015,,30131,,28358,,48195,,54771,,63801,,69985,,46455,,53941,,60365,,61063,,47243,,39975,,45871,,45405,,69102,,140405,,170812,,142774,,137203,,172030,,185723,,135172.68,E
Greenland,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,200,,476,,404,,172,,207,,252,,226,,183,,203,,284,,161,,404,,308,,169,,294,,1227,,2331,,2576,,790,,1653,,334,,109,,330,,318,,720,,1002,,462,,919,,1478,,408,,460,,254,,425,,376,,313,,471,,468,,406,,343,,363,,386,,332,,543,,486.59,E
Grenada,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,9,,11,,16,,9,,0,...,0,...,0,...,0,...,0,...,3,,69,,51,,14,,62,,72,E,195,E,286,E,445,,395,,833,,980,,1383,,1139,,689,,623,,612,,448,,490,,513,,529,,392,,197,E,185,E,214,E,218,E,263,E,775.93,,612.97,,925.01,,729.17,,524.57,,804.67,
Grenada,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,479,,489,,508,,462,,470,,329,,502,,549,,439,,564,,573,,555,,535,,592,,416,E,376,E,402,E,448,,978,,668,,776,,849,,653,,951,,903,,1109,,1159,,1267,,1487,,1328,,1034,,936,,600,E,567,E,599,E,469,E,685.85,,826.76,,858.73,,794.06,,859.47,,873.96,
Grenada,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,6,,0,...,1,,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,0,...,21,,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Guadeloupe,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,9,,5,,8,,5,,15,,10,,2,,2,,29,,28,,8,,8,,33,,21,,21,,3,,2,,1,,3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Guadeloupe,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,2482,,2481,,2549,,2587,,2692,,2856,,2507,,3053,,3057,,3165,,3559,,3461,,3885,,4118,,3956,,4160,,4376,,4140,,4588,,4763,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Guam,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,855,E,2025,E,3770,E,2525,E,0,...,0,...,2960,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Guam,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,855,E,2025,E,3770,E,2525,E,0,...,0,...,2960,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Guatemala,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,546,,239,,76,,75,,83,,83,,98,,90,,64,,31,,122,,607,,596,,457,,612,,1066,,1156,,756,,1017,,418,,569,,1163,,553,,7741,,27432,,19265,,3716,,1272,,5342,,7472,,7924,,10021,,5922,,17044,,25607,,24476,,11708,,11468,,11786,,7186,,7038,,7308,,9909,,8870.31,
Guatemala,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,1151,,1179,,1265,,1699,,1578,,1408,,1137,,916,,1051,,794,,2704,,4359,,4212,,7103,,4909,,4723,,3610,,8331,,11755,,11829,,3977,,5382,,4913,,5005,,5465,,7590,,11561,,15041,,22583,,28659,,26188,,26183,,16523,,22967,,27687,,21148,,32512,,29122,,31651,,24261,,25437,,28957,,34093,,30135.01,
Guinea,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,900,,1100,,378,,1386,,911,,205,,945,,648,,2493,,2829,,4771,,7154,,12842,,10793,,7144,,7527,,5995,E,7001,E,7139,E,9075,E,6448,,7843,,5499,E,5566,E,3824,,4512,E,6313.8,E
