Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Canada,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2539,,909,,3101,,2610,,2045,,1890,,2729,,3832,,3423,,2844,,3107,,1895,,3123,,4446,,4594,,4197,,4142,,3197,,3716,,2676,,2000,,1505,,947,,471,,851,,814,,468,,440,,371,,343,,460,,400.64,
Canada,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,432,,381,,492,,476,,551,,737,,860,,1099,,1029,,686,,430,,451,,383,,417,,1046,,816,,501,,430,,406,,309,,387,,472,,358,,390,,782,,625,,609,,604,,591,,653,,581,,612.96,
Canada,"Sharks, rays, chimaeras",Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17,,0,...,1,,1,,40,,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,0,...,0,...,0,...,0,...
Cayman Islands,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,0,...,0,...,0,...,0,...,0,...,0,...,1,E,0,...,0,...,1,E,5,E,0,...,0,...,55,E,20,E,0,...,0,...,0,...,0,...,0,...,0.06,E
Chile,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,114,,240,,479,,597,,107,,230,,756,,576,,494,,785,,1359,,1969,,1617,,2120,,637,,393,,416,,256,,186,,316,,779,,321,,560,,950,,525,,5391,,3085,,2995,,2778,,2641,,1997,,1815,,1852,,1737,,1943,,1239,,141,,138,,600,,32,,332,,412.01,
Chile,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,...,0,...,0,...,0,...,203,,284,,9,,46,,28,,22,,26,,0,N,0,N,0,N,25,,0,...,71,,102,,6,,0,...,0,...,0,...
China,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1228,,1309,,1429,,83,,2276,,2433,,2047,,2134,,2237,,1845,,2282,,2450,,2587,,1599,,1294,,723,,813,,1366,,1150,,2301,,2754,,5639,,3006,,3104,,2153,,4312,,4400,,5954.41,
China,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3195,,3621,,3922,,772,,4848,,4966,,4549,,5277,,8599,,5930,,8753,,8531,,9911,,8744,,7510,,8120,,8737,,6398,,4720,,4495,,4869,,3611,,3988,,4178,,4089,,5478,,9225,,11139.94,
"China, Hong Kong SAR","Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,N,1,,0,N,0,N,0,N,0,N,1,,0,N,1,,2,,1,,0,N,2,,10,,13,,15,,52,,30,,48,,40,,23,,8,,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,3,,0,...,0,...,0,N,0,N,0,N,0,N,0,N,0,N,0,...,0,N,1434,,1644,,983.36,
"China, Hong Kong SAR","Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,2249,,2486,,3358,,2645,,2742,,2752,,2746,,2555,,2779,,2650,,2881,,3554,,3739,,3560,,3844,,4282,,5871,,5298,,5706,,7313,,7854,,8700,,8323,,8983,,11462,,10547,,10941,,12397,,11045,,10348,,9370,,10209,,9984,,9395,,9891,,10322,,8283,,5413,,5741,,5719,,3461,,4980,,4702,,2807.16,
"China, Hong Kong SAR","Sharks, rays, chimaeras",Reexports,Tonnes – net product weight,Tonnes – net product weight,234,,287,,207,,207,,281,,301,,358,,405,,394,,424,,592,,844,,1185,,1418,,1581,,1940,,2835,,2709,,3373,,4547,,5331,,5762,,6174,,6856,,8556,,6560,,8927,,9133,,8560,,7134,,5960,,5684,,5308,,5003,,5087,,3386,,2427,,2004,,2049,,2013,,1758,,0,...,0,...,0,...
"China, Macao SAR","Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,11,,6,,6,,2,,7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0.91,
"China, Macao SAR","Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,134,,168,,154,,120,,132,,125,,0,...,0,...,131,,114,,111,,116,,108,,96,,120,,106,,119,,123,,132,,119,,116,,120,,103,,94,,109,,106,,69,,62,,81.21,
"China, Macao SAR","Sharks, rays, chimaeras",Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,7,,0,...,0,...,60,,47,,5,,24,,21,,10,,34,,38,,0,...,0,...,0,...,0,...,8,,31,,5,E,6,,11,,1,,0,...,0,...,0,...
Colombia,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,26,,36,,30,,19,,13,,21,,18,,18,,19,,272,,525,,135,,92,,44,,56,,19,,11,,28,,18,,17,,13,,5,,3,,1,,0,...,0,...
Colombia,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,57,,81,,143,,1,,31,,107,,179,,199,,489,,482,,298,,234,,511,,387,,72,,241,,118,,120,,116,,209,,202,,157,,150.45,
Comoros,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,15,,18.73,
Congo,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,E,24,E,25,E,8,E,8,E,12,E,14,E,22,E,14,E,10,E,15,E,17,E,15,E,17,E,6,E,6,E,3,E,4,E,20,E,4,E,0,...,0,...
Congo,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,1,E,0,N,0,N,0,N,0.02,
"Congo, Dem. Rep. of the","Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,0,...,0,...,0,...,0,...,0,...,0,...,1,E,0,...,0,...,0,...,0,...,0,...,5,E,5,E,3,E,1,E,0,...,0,...,0,...,0,...,0,...
"Congo, Dem. Rep. of the","Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,0,...,0,...,0,...,0,...,0,...,0,...,5,E,0,...,0,...,0,...,0,...,0,...
Cook Islands,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Cook Islands,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Costa Rica,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,522,,584,,516,,865,,893,,1056,,3987,,7782,,6634,,5800,,4110,,5090,,3587,,2439,,4301,,1925,,1649,,1712,,1887,,1367,,1512,,905,,353,,227,,106,,429.98,
Costa Rica,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,80,,62,,25,,13,,101,,194,,168,,1891,,588,,1636,,2227,,1237,,1748,,1411,,1663,,3352,,900,,1866,,3316,,2306,,2053,,361,,35,,25,,0,...,0,...
Croatia,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,3,,8,,7,,5,,8,,10,,6,,3,,5,,8,,8,,9,,10,,15,,12,,12,,27,,32,,41,,57,,60,,103,,95,,86,,90,,93,,73.45,
Croatia,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,8,,13,,23,,23,,66,,542,,59,,135,,129,,149,,170,,180,,142,,155,,180,,189,,180,,162,,170,,183,,202,,176,,220.86,
Cuba,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,E,4,E,4,E,0,...,2,E,1,E,3,E,4,E,0,...
Cuba,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,22,E,0,...,4,E,0,...,44,E,0,...,3,E,0,...,2.6,E
Curaçao,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,274,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Curaçao,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Cyprus,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,2,,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...
Cyprus,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,20,,1,,0,...,1,,2,,0,N,1,,0,...,6,,0,N,12,,7,,51,,33,,38,,48,,34,,24,,34,,29,,33,,23,,69,,57,,80,,66,,72,,34,,54,,58.11,
Czechia,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,13,,10,,9,,7,,7,,6,,4,,7,,10,,25,,60,,38,,32,,25,,35,,24,,23,,19,,28,,19,,8,,10.3,
Czechia,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,68,,40,,173,,376,,311,,150,,136,,148,,91,,116,,183,,119,,156,,208,,132,,132,,77,,231,,202,,139,,104,,175,,141,,61,,57.34,
Côte d'Ivoire,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,55,,35,,0,...,3,,0,...,3,,5,,4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,1,,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Côte d'Ivoire,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,N,0,N,0,...,0,...,0,N,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,N,0,N,0,N,0,...,0,...,0,N,1,,28,,1,,3,,5,,6,,5,,7,,11,,17,,14,,41,,16,,47.83,
Denmark,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,1332,,1748,,2027,,2040,,1697,,1627,,1459,,2503,,1565,,1564,,1456,,1776,,2226,,1948,,1680,,1801,,1549,,1965,,1339,,1177,,1048,,893,,711,,765,,879,,846,,765,,1195,,1359,,539,,429,,323,,319,,283,,254,,183,,235,,194,,242,,237,,270,,355,,325,,356.27,
Denmark,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,841,,1246,,1974,,1783,,1503,,1349,,1258,,1348,,1364,,1586,,1603,,2081,,3018,,3835,,4142,,4785,,3532,,3074,,2517,,2438,,1911,,1491,,1172,,1340,,1582,,1697,,1338,,1282,,1206,,1084,,1025,,581,,605,,536,,552,,302,,363,,324,,343,,340,,341,,433,,379,,489.25,
Djibouti,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,E,0,...,0,...,0,...,2,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Djibouti,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Dominica,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Dominican Republic,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,E,0,...,0,...,0,...,0,...,1,,0,...,0,N,1,,1,,1,,1,,0,N,0,N,0,...,0,N,6,,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...
Dominican Republic,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,0,...,2,E,1,E,0,...,22,,0,...,1,,0,...,0,...,0,N,0,...,0,...,0,...,0,...,12,,2,E,0,...,0,N,0,N,3,E,0,...
Ecuador,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,54,,115,,172,,272,,319,,661,,1547,,1677,,1295,,1368,,2428,,1958,,2447,,2320,,1789,,2515,,1974,,914,,902,,1133,,1397,,493,,340,,167,,89,,90,,134,E,287,,136,,185,,473,,190,,365,,389,,710,,596,,487,,624,,1008,
Ecuador,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,1,,20,,0,...,1,,0,...,4,,0,...,4,,23,,0,...,0,...,0,...,0,...,0,...,98,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Egypt,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,2,,2,,0,...,1,,2,,0,...,1,,0,N,0,...,1,,5,,0,N,0,...,0,...,0,...,0,...,0,...
Egypt,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,0,...,0,...,186,,0,...,0,...,0,...,0,...,0,N,9,,0,...,0,...,0,...,0,N,0,...,0,...,54,,0,...,0,...,0,...
El Salvador,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,0,...,9,,18,,148,,8,,54,,28,,5,,841,,2205,,1831,,1318,,102,,0,...,0,...,0,...,0,...,11,,9,,12,,474,,468,,368,,109,,21.38,
El Salvador,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8,,0,...,43,,183,,117,,18,,454,,580,,103,,595,,2019,,2476,,1401,,185,,7,,0,...,13,,7,,17,,0,...,0,...,484,,455,,350,,93,,0,...
Equatorial Guinea,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,28,E,7,E,2,E,0,...,15,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Equatorial Guinea,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,0,...,0,...,0,...,0,...,0,...,0.06,E
Eritrea,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,0,...,4,E,6,E,0,...,0,...,21,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4.97,E
Estonia,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,58,,0,N,0,N,0,...,0,N,0,...,1,,1,,0,N,0,...,0,...,0,N,2,,0,N,0,N,1,,0,N,0,...,0,N,1,,12,,2.2,
Estonia,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,N,29,,1,,1,,6,,14,,2,,0,...,1,,3,,3,,6,,4,,28,,26,,0,N,0,N,0,N,11,,3,,0.05,
Eswatini,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Eswatini,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,7,,0,N,2,,0,...,47,,0,N,0,N,1,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,3,
Falkland Is.(Malvinas),"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,...
Faroe Islands,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,279,,198,,126,,175,,527,,272,,343,,380,,708,,291,,411,,376,,0,...,0,...,321,,1040,,857,,836,,212,,195,,328,,234,,354,,414,,346,,681,,343,,240,,307,,234,,285,,169,,284,,309,,177,,190,,220,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Faroe Islands,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,...,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,0,...
Fiji,"Sharks, rays, chimaeras",Exports,Tonnes – net product weight,Tonnes – net product weight,17,,40,,73,,45,,56,,41,,12,,4,,4,,10,,0,...,0,...,0,...,0,...,0,N,0,...,2,,14,,0,...,105,,43,,54,,80,,28,,237,,93,,195,,412,,181,,35,,11,,183,,128,,4,,0,...,84,,53,,11,,0,...,0,...,0,...,0,...,0,...,16.03,
Fiji,"Sharks, rays, chimaeras",Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,12,,19,,97,,44,,29,,25,,34,,23,,45,,18,,20,E,32,,64,E,33,,40,,19,,9,,26,,14,,1,,0,...,0,...,0,...,386,,756,,598,,52,,0,...,0,...,0,...,0,...
Fiji,"Sharks, rays, chimaeras",Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25,,0,...,0,...,0,...,0,...,0,...,84,,281,,26,,39,,0,...,11,,83,,164,,0,...
