TAXONOMIC_CODE,ALPHA_3_CODE,SCIENTIFIC_NAME,NAME.EN,NAME.FR,NAME.ES,EBXID,AUTHOR
2280400201,PYX,Pandalus hypsinotus,Coonstripe shrimp,Crevette à front rayé,Camarón malacho,16514,Brandt 1851
2280400202,PWY,Pandalus platyceros,Spot shrimp,Crevette tache,Camarón manchado,16518,Brandt 1851
2280400203,PRA,Pandalus borealis,Northern prawn,Crevette nordique,Camarón norteño,3425,Krøyer 1838
2280400204,PJK,Pandalus jordani,Ocean shrimp,Crevette océanique,Camarón oceánico,16515,M.J. Rathbun 1902
2280400205,AES,Pandalus montagui,Aesop shrimp,Crevette ésope,Camarón esópico,3426,Leach 1814
2280400207,DUJ,Pandalus goniurus,Humpy shrimp,Crevette gibbeuse,Camarón jiboso,16513,Stimpson 1860
2280400208,DUK,Pandalus kessleri,Hokkai shrimp,Crevette hokkai,Camarón de Hokkai,16516,Czerniavsky 1878
22804002XX,PAN,Pandalus spp,Pandalus shrimps nei,Crevettes Pandalus nca,Camarones Pandalus nep,2604,
2280400501,CHS,Heterocarpus reedi,Chilean nylon shrimp,Crevette nylon chilienne,Camarón nailon,2605,Bahamonde 1955
2280400508,HUV,Heterocarpus vicarius,Northern nylon shrimp,Crevette nylon nordique,Camarón nailon norteño,16508,Faxon 1893
22804005XX,HZK,Heterocarpus spp,Nylon shrimps nei,Crevettes nylon nca,Camarones nailon nep,20406,
2280403201,LKT,Plesionika martia,Golden shrimp,Crevette dorée,Camarón de oro,16521,(A. Milne Edwards 1883)
2280403202,LKW,Plesionika edwardsii,Striped soldier shrimp,Crevette édouard,Camarón soldado rayado,16522,(Brandt 1851)
2280403702,NDJ,Pandalopsis japonica,Morotoge shrimp,Crevette morotoge,Camarón morotoje,16511,Balss 1914
22804XXXXX,PDZ,Pandalidae,Pandalid shrimps nei,Crevettes pandalides nca,Camarones pandálidos nep,3423,
2280700901,EKR,Acetes erythraeus,Tsivakihini paste shrimp,Chevrette tsivakihini,Camaroncillo tsivakihini,16643,Nobili 1905
2280700903,AKS,Acetes japonicus,Akiami paste shrimp,Chevrette akiami,Camaroncillo akiami,3428,Kishinouye 1905
22807XXXXX,SHS,Sergestidae,Sergestid shrimps nei,Crevettes sergestid nca,Camarones sergéstidos nep,3427,
2280901203,CID,Caridina denticulata,Sawtooth caridina,Saltarelle scie,Caridina sierra,2606,(De Haan 1844)
2281200104,EXO,Exopalaemon modestus,Siberian prawn,Bouquet sibérien,Camarón siberiano,16424,(Heller 1862)
2281200301,NLH,Nematopalaemon hastatus,West African estuarine prawn,Bouquet étier,Camarón estuarino africano,16476,(Aurivillius 1898)
2281200302,NLC,Nematopalaemon schmitti,Whitebelly prawn,Bouquet covac,Camarón cuac,16475,(Holthuis 1950)
2281200705,PVR,Palaemonetes varians,Atlantic ditch shrimp,Bouquet atlantique des canaux,Camarón de acequia atlántico,16496,(Leach 1814)
2281201801,PAA,Palaemon adspersus,Baltic prawn,Bouquet balte,Camarón báltico,16484,Rathke 1837
2281201806,PIQ,Palaemon longirostris,Delta prawn,Bouquet delta,Camarón delta,16488,H. Milne Edwards 1837
2281201810,CPR,Palaemon serratus,Common prawn,Bouquet commun,Camarón común,2607,(Pennant 1777)
2281202304,MNX,Macrobrachium nipponense,Oriental river prawn,Bouquet nippon,Camarón nipón,16456,(De Haan 1849)
2281202307,PRF,Macrobrachium rosenbergii,Giant river prawn,Bouquet géant,Langostino de río,2608,(De Man 1879)
2281202309,MBM,Macrobrachium malcolmsonii,Monsoon river prawn,Bouquet mousson,Camarón monzón,3433,(H. Milne Edwards 1844)
2281202334,BKR,Macrobrachium lar,Monkey river prawn,Bouquet singe,Camarón mono,16448,(Fabricius 1798)
22812023XX,PPF,Macrobrachium spp,River prawns nei,Bouquets d'eau douce nca,Camarones de agua dulce nep,3431,
2281202901,YFN,Cryphiops caementarius,Changallo shrimp,Bouquet changallo,Camarón changallo,16420,(Molina 1782)
22812XXXXX045,PPZ,Palaemonidae,"Freshwater prawns, shrimps nei",Crevettes d'eau douce nca,"Gambas,camaron.(agua dulce)nep",3429,
22812XXXXX046,PAL,Palaemonidae,Palaemonid shrimps nei,Crevettes palémonides nca,Camarones palemónidos nep,3430,
2282300303,CSH,Crangon crangon,Common shrimp,Crevette grise,Quisquilla,3435,(Linnaeus 1758)
22823006XX,CVL,Sclerocrangon spp,Sculptured shrimps nei,Crevettes sculptées nca,Camarones esculpidos nep,6290,
2282802801,RSH,Sicyonia brevirostris,Rock shrimp,Boucot ovetgernade,Camarón de piedra,2610,Stimpson 1874
2282802806,YII,Sicyonia ingentis,Pacific rock shrimp,Boucot du Pacifique,Camarón de piedra del Pacífico,16659,(Burkenroad 1938)
2282900601,LAA,Pleoticus muelleri,Argentine red shrimp,Salicoque rouge d'Argentine,Camarón langostín argentino,3437,(Bate 1888)
2282900603,RRS,Pleoticus robustus,Royal red shrimp,Salicoque royale rouge,Camarón rojo real,2611,(Smith 1885)
2282907201,SOK,Solenocera agassizii,Kolibri shrimp,Salicoque colibrí,Camarón chupaflor,3438,Faxon 1893
2282907301,KNS,Haliporoides triarthrus,Knife shrimp,Salicoque couteau,Camarón navaja,2612,Stebbing 1914
2282907302,JAQ,Haliporoides sibogae,Jack-knife shrimp,Salicoque canif,Camarón cortapluma,3440,(De Man 1907)
2282907303,HJD,Haliporoides diomedeae,Chilean knife shrimp,Salicoque couteau du Chili,Camarón cuchilla,16661,(Faxon 1893)
2283100302,FAM,Pasiphaea multidentata,Pink glass shrimp,Sivade rose,Camarón cristal rosado,16533,Esmark 1866
2283100303,FAV,Pasiphaea sivado,White glass shrimp,Sivade blanc,Camarón cristal blanco,16534,(Risso 1816)
2283100304,FAC,Pasiphaea tarda,Crimson pasiphaeid,,,6565,Krøyer 1845
228XXXXXXX,DCP,Natantia,Natantian decapods nei,Décapodes natantia nca,Decápodos natantia nep,3397,
2290100101,LOJ,Panulirus longipes,Longlegged spiny lobster,Langouste diablotin,Langosta duende,2614,(A. Milne Edwards 1868)
2290100102,NUJ,Panulirus japonicus,Japanese spiny lobster,Langouste japonaise,Langosta japonesa,16237,(Von Siebold 1824)
2290100104,NUV,Panulirus versicolor,Painted spiny lobster,Langouste barriolée,Langosta colorete,16233,(Latreille 1804)
2290100105,LMS,Panulirus polyphagus,Mud spiny lobster,Langouste de vase,Langosta fanguera,3444,(Herbst 1793)
2290100106,NUR,Panulirus ornatus,Ornate spiny lobster,Langouste ornée,Langosta ornamentada,16299,(Fabricius 1798)
2290100108,SLC,Panulirus argus,Caribbean spiny lobster,Langouste blanche,Langosta común del Caribe,3445,(Latreille 1804)
2290100113,LOK,Panulirus homarus,Scalloped spiny lobster,Langouste festonnée,Langosta festoneada,3446,(Linnaeus 1758)
2290100115,LOA,Panulirus cygnus,Australian spiny lobster,Langouste d'Australie,Langosta de Australia,2616,George 1962
2290100116,NUG,Panulirus gracilis,Green spiny lobster,Langouste verte,Langosta barbona,16234,Streets 1871
22901001XX,SLV,Panulirus spp,Tropical spiny lobsters nei,Langoustes tropicales nca,Langostas tropicales nep,3443,
2290100201,LBC,Jasus lalandii,Cape rock lobster,Langouste du Cap,Langosta del Cabo,3447,(H. Milne Edwards 1837)
2290100202,LOF,Jasus frontalis,Juan Fernandez rock lobster,Langouste Juan Fernandez,Langosta de Juan Fernández,3448,(H. Milne Edwards 1837)
2290100203,LOG,Jasus verreauxi,Green rock lobster,Langouste d'Océanie,Langosta de Oceanía,2617,(H. Milne Edwards 1851)
2290100205,LBT,Jasus tristani,Tristan da Cunha rock lobster,Langouste de Tristan da Cunha,Langosta de Tristán da Cunha,3449,Holthuis 1963
2290100206,LOR,Jasus edwardsii,Red rock lobster,,Langosta roja,3450,(Hutton 1875)
2290100207,JSN,Jasus novaehollandiae,Southern rock lobster,,,16285,Holthuis 1963
2290100208,JSP,Jasus paulensis,St.Paul rock lobster,Langouste de St.Paul,Langosta de St.Paul,16284,(Heller 1862)
2290100501,PJH,Projasus bahamondei,Chilean jagged lobster,Langouste chilienne,Langosta enana de Chile,16301,George 1976
2290100802,PSL,Palinurus mauritanicus,Pink spiny lobster,Langouste rose,Langosta mora,2618,Gruvel 1911
2290100804,SLO,Palinurus elephas,Common spiny lobster,Langouste rouge,Langosta común,3452,(Fabricius 1787)
2290100805,SLN,Palinurus delagoae,Natal spiny lobster,Langouste du Natal,Langosta del Natal,2619,Barnard 1926
2290100806,SLS,Palinurus gilchristi,Southern spiny lobster,Langouste du Sud,Langosta del Sur,3453,Stebbing 1900
22901008XX,CRW,Palinurus spp,Palinurid spiny lobsters nei,Langoustes Palinurus nca,Langostas Palinurus nep,3451,
2290119701,URW,Puerulus sewelli,Arabian whip lobster,Langouste fouet arabe,Langosta de fusta arabica,16303,Ramadan 1938
22901XXXXX,VLO,Palinuridae,Spiny lobsters nei,Langoustes diverses nca,Langostas diversas nep,3442,
2290302701,CRD,Astacus leptodactylus,Danube crayfish,Écrevisse à pattes grêles,Cangrejo de patas punteadas,3455,Eschscholz 1823
2290302702,AAS,Astacus astacus,Noble crayfish,Écrevisse à pieds rouges,Cangrejo de río de patas rojas,2621,(Linnaeus 1758)
2290307601,PCL,Pacifastacus leniusculus,Signal crayfish,Écrevisse signal,,2622,(Dana 1852)
2290313901,AUP,Austropotamobius pallipes,White-clawed crayfish,Écrevisse à pattes blanches,Cangrejo a pinzas blancas,3457,(Lereboullet 1858)
2290400101,RCW,Procambarus clarkii,Red swamp crawfish,Écrevisse rouge de marais,Cangrejo de las marismas,3454,(Girard 1852)
2290515801,AYA,Euastacus armatus,Australian crayfish,Écrevisse d'Australie,Cangrejo de río de Australia,3459,(von Martens 1866)
2290517302,CDT,Cherax destructor,Yabby crayfish,,,2624,(Clark 1936)
2290517303,CRP,Cherax quadricarinatus,Red claw crayfish,,,2625,von Martens 1868
2290517305,WCC,Cherax cainii,Smooth marron crayfish,,,20606,Austin & Ryan 2002
22905XXXXX,CJF,Parastacidae,Oceanian crayfishes nei,Écrevisses océaniennes nca,Cangrejos río de Oceanía nep,3458,
2291500101,IBA,Ibacus alticrenatus,Velvet fan lobster,Cigale veloutée,Cigarra velluda,16312,Bate 1888
2291500104,IBC,Ibacus ciliatus,Japanese fan lobster,Cigale japonaise,Cigarra japonesa,16315,(Von Siebold 1824)
2291500501,THQ,Thenus orientalis,Flathead lobster,Cigale raquette,Cigarra chata,16342,(Lund 1793)
2291504101,YLL,Scyllarides latus,Mediterranean slipper lobster,Grande cigale,Cigarra,16323,(Latreille 1802)
2291504102,YLA,Scyllarides aequinoctialis,Spanish slipper lobster,Cigale marie-carogne,Cigarro español,16328,(Lund 1793)
22915XXXXX,LOS,Scyllaridae,Slipper lobsters nei,Cigales nca,Cigarros nep,3467,
2294200502,NEM,Metanephrops mozambicus,Mozambique lobster,Langoustine du Mozambique,Cigala del Mozambique,3480,Macpherson 1990
2294200503,NEA,Metanephrops andamanicus,Andaman lobster,Langoustine andamane,Cigala de Andamán,2646,(Wood-Mason 1891)
2294200504,MEC,Metanephrops challengeri,New Zealand lobster,Langoustine de N.lle-Zélande,Cigala de Nueva Zelandia,3481,(Blass 1914)
22942005XX,MWF,Metanephrops spp,Metanephrops lobsters nei,Langoustine Metanephrops nca,Cigalas Metanephrops nep,18779,
2294200602,NEP,Nephrops norvegicus,Norway lobster,Langoustine,Cigala,2647,(Linnaeus 1758)
2294200701,LBA,Homarus americanus,American lobster,Homard américain,Bogavante americano,3482,H. Milne Edwards 1837
2294200718,LBE,Homarus gammarus,European lobster,Homard européen,Bogavante,2648,(Linnaeus 1758)
2294200901,TQB,Thymops birsteini,Southern lobsterette,Langoustine du Sud,Cigala del Sur,16282,(Zarenkov & Semenov 1972)
2294900103,UOP,Upogebia pugettensis,Blue mud shrimp,,,16352,(Dana 1852)
229XXXXXXX,LOX,Reptantia,Lobsters nei,"Langoustes, homards nca",Langostas nep,2613,
229XXXXXXX031,AYS,"Astacidae, Cambaridae",Euro-American crayfishes nei,Écrevisses euro-américain. nca,Cangrejos de río nep,3441,
2301900101,LQL,Pleuroncodes planipes,Pelagic red crab,Galathée pélagique,Langostino pelágico,16853,Stimpson 1860
2301900102,PQG,Pleuroncodes monodon,Carrot squat lobster,Galathée orange,Langostino colorado,16599,(H. Milne Edwards 1837)
2301900206,UDQ,Munida gregaria,Swarming squat lobster,Galathée naine,Langostino enano,16910,(Fabricius 1793)
2301900301,CZJ,Cervimunida johni,Blue squat lobster,Galathée bleue,Langostino amarillo,17421,Porter 1903
23019XXXXX,LOQ,Galatheidae,"Craylets, squat lobsters nei",Galathées nca,"Camaroncillos, langostinos nep",3468,
2302001801,KCD,Paralithodes camtschaticus,Red king crab,Crabe royal du Kamtchatka,Cangrejo real rojo,18567,(Tilesius 1815)
2302001802,KCI,Paralithodes platypus,Blue king crab,Crabe royal bleu,Cangrejo real azul,18568,Brandt 1850
2302001803,KCY,Paralithodes brevipes,Brown king crab,Crabe royal brun,Cangrejo real marrón,18569,(Benedict 1894)
23020018XX,KCS,Paralithodes spp,King crabs,Crabes royaux,Cangrejos rusos,2640,
2302007001,KCR,Lithodes santolla,Southern king crab,Crabe royal de Patagonie,Centolla patagónica,3471,Jacquinot 1853
2302007002,KCM,Lithodes murrayi,Subantarctic stone crab,Crabe royal subantarctique,Centolla subantártica,2641,Henderson 1888
2302007003,KCT,Lithodes maja,Stone king crab,Crabe royal de roche,Centolla de roca,3472,(Linnaeus 1758)
2302007005,KAQ,Lithodes aequispina,Golden king crab,Crabe royal doré,Centolla dorada,18570,Benedict 1895
23020070XX,KCZ,Lithodes spp,King crabs nei,Crabes royaux nca,Centollas nep,3470,
2302012301,PAG,Paralomis granulosa,Softshell red crab,Crabe royal hérisson,Centollón,3473,(Jacquinot 1852)
2302012302,KCU,Paralomis aculeata,Red stone crab,Crabe royal rouge,Centolla colorada,3474,Henderson 1888
2302012303,KCV,Paralomis spinosissima,Antarctic stone crab,Crabe royal de l'Antarctique,Centolla antártica,3475,(Birstein y Vinogradov 1972)
2302012304,KCF,Paralomis formosa,Globose king crab,Crabe royal sphérique,Centolla redonda,2643,Henderson 1888
2302012306,KVV,Paralomis verrilli,Red vermillion crab,Crabe royal vermillon,Centolla rojo bermellón,19127,(Benedict 1894)
23020123XX,PAI,Paralomis spp,,,,18644,
23020XXXXX,KCX,Lithodidae,"King crabs, stone crabs nei","Crabes royaux, etc. nca","Centollas, centollones nep",3469,
2310300302,UCD,Ucides occidentalis,Mangrove ghost crab,Crabe mantou vert,Capuco verde,16196,(Ortmann 1897)
2310901003,CRK,Cancer irroratus,Atlantic rock crab,Tourteau poïnclos,Jaiba de roca amarilla,3460,Say 1817
2310901004,DUN,Cancer magister,Dungeness crab,Dormeur du Pacifique,Buey del Pacífico,3461,Dana 1852
2310901006,CRE,Cancer pagurus,Edible crab,Tourteau,Buey de mar,2627,Linnaeus 1758
2310901007,CRJ,Cancer borealis,Jonah crab,Tourteau jona,Jaiba de roca jonás,3462,Stimpson 1859
2310901008,ROC,Cancer productus,Pacific rock crab,Tourteau du Pacifique,Jaiba del Pacífico,3463,Randall 1839
2310901010,CWE,Cancer edwardsii,Mola rock crab,Tourteau mola,Jaiba marmola,19120,Bell 1835
2311000201,KPC,Carpilius corallinus,Batwing coral crab,Crabe moro,Cangrejo moro,16169,(Herbst 1783)
2311001001,HWP,Homalaspis plana,Giant stone crab,Crabe caillou moré,Jaiba mora,19141,(H. Milne Edwards 1834)
2311005001,STC,Menippe mercenaria,Black stone crab,Crabe caillou noir,Cangrejo de piedra negro,2628,(Say 1818)
23111003XX,YBX,Charybdis spp,Charybdis crabs nei,Crabes Charybdis nca,Jaibas Charybdis nep,18867,
2311100401,SCD,Portunus pelagicus,Blue swimming crab,Étrille bleue,Jaiba azul,2629,Linnaeus 1758
2311100404,GAZ,Portunus trituberculatus,Gazami crab,Crabe gazami,Jaiba gazami,2630,(Miers 1876)
2311100410,PVQ,Portunus validus,Senegalese smooth swimcrab,Étrille lisse du Sénégal,Jaiba satinada,19004,(Herklots 1851)
23111004XX,CRS,Portunus spp,Portunus swimcrabs nei,Étrilles Portunus nca,Jaibas Portunus nep,3465,
2311101202,CRB,Callinectes sapidus,Blue crab,Crabe bleu,Cangrejo azul,2632,Rathbun 1896
2311101205,CRZ,Callinectes danae,Dana swimcrab,Crabe lénée,Cangrejo sirí,2633,Smith 1869
2311101206,CRC,Callinectes toxotes,Giant swimcrab,Crabe géant,Jaiba gigante,2634,Ordway 1863
23111012XX,CAL,Callinectes spp,Callinectes swimcrabs nei,Crabes Callinectes nca,Jaibas Callinectes nep,2631,
2311109001,CRG,Carcinus maenas,Green crab,Crabe vert,Cangrejo verde,2635,(Linnaeus 1758)
2311109002,CMR,Carcinus aestuarii,Mediterranean shore crab,Crabe vert de la Méditerranée,Cangrejo verde mediterráneo,2636,Nardo 1847
2311114001,MUD,Scylla serrata,Indo-Pacific swamp crab,Crabe de palétuviers,Cangrejo de manglares,2637,(Forsskål 1775)
2311114002,YLW,Scylla olivacea,Orange mud crab,,,16110,(Herbst 1796)
2311114003,YAR,Scylla paramamosain,Green mud crab,,,16111,Estampador 1949
2311119501,LIO,Necora puber,Velvet swimcrab,Étrille commune,Nécora,2638,(Linnaeus 1767)
2311119603,IOD,Liocarcinus depurator,Blue-leg swimcrab,Étrille pattes bleues,Falsa necora,16223,(Linnaeus 1758)
2311120001,QPH,Polybius henslowii,Henslow’s swimming crab,Crabe à sardine,Patelo,19349,Leach 1820
23111XXXXX,SWM,Portunidae,"Swimming crabs, etc. nei","Crabes, étrilles, etc. nca","Jaibas, cangrejos, etc. nep",3464,
2311302803,ERS,Eriocheir sinensis,Chinese mitten crab,Crabe chinois,Cangrejo chino,3466,H. Milne Edwards 1853
2312100102,MXT,Mithrax armatus,Harbour spidercrab,Araignée portuaire,Araña porteña,16194,de Saussure 1853
2312100501,SCR,Maja squinado,Spinous spider crab,Araignée européenne,Centolla europea,3476,(Herbst 1788)
23121005XX,JCX,Maja spp,Maja spider crabs nei,Crabes araignées Maja nca,Cangrejos Maja nep,19336,
2312114501,CRQ,Chionoecetes opilio,Queen crab,Crabe des neiges,Cangrejo de las nieves,2644,(Fabricius 1788)
2312114502,CVB,Chionoecetes bairdi,Tanner crab,,,18728,Rathbun 1924
2312114503,CWJ,Chionoecetes japonicus,Red snow crab,,,6611,Rathbun 1932
23121145XX,PCR,Chionoecetes spp,Tanner crabs nei,Crabes des neiges du Pac. nca,Cangrejos Pacíf. de las nieves,3477,
2312300101,HBZ,Erimacrus isenbeckii,Hair crab,Crabe velu,Cangrejo peludo,18571,(Brandt 1848)
2312400101,KEM,Libinia emarginata,Portly spider crab,,,6815,Leach 1815
2314300102,CGE,Chaceon maritae,West African geryon,Géryon ouest-africain,Gerión de Guinea,3485,(Manning & Holthuis 1981)
2314300109,KEF,Chaceon affinis,Deep-sea red crab,Crabe rouge de profondeur,Cangrejo rey,16221,A. Milne Edwards & Bouvier 1894
2314300112,CRR,Chaceon quinquedens,Red crab,Gériocrabe rouge,Geriocangrejo rojo,2649,(Smith 1879)
2314300113,HBN,Chaceon notialis,Southwest Atlantic red crab,Géryon de Atlantique sud-ouest,Gerión atlántico sudoccidental,19218,Manning & Holthuis 1989
23143001XX,GER,Chaceon spp,Chaceon geryons nei,Géryons Chaceon nca,Geriones Chaceon nep,3484,
2314308802,GRQ,Geryon longipes,Mediterranean geryon,Géryon de la Méditerranée,Gerión mediterráneo,16222,A. Milne Edwards 1882
231XXXXXXX,CRA,Brachyura,Marine crabs nei,Crabes de mer nca,Cangrejos de mar nep,2650,
299XXXXXXX011,FCX,Crustacea,Freshwater crustaceans nei,Crustacés d'eau douce nca,Crustáceos de agua dulce nep,3486,
299XXXXXXX013,CRU,Crustacea,Marine crustaceans nei,Crustacés marins nca,Crustáceos marinos nep,3487,
30301001XX,KHX,Chiton spp,Chitons nei,Chitons nca,Quitones nep,19110,
3070100101,PEE,Littorina littorea,Common periwinkle,Bigorneau,Bígaro,3499,(Linnaeus 1758)
30701001XX,PER,Littorina spp,Periwinkles nei,Bigorneaux nca,Bígaros nep,2660,
30702002XX,MUE,Murex spp,Murex,Rochers,Murices,3495,
3070200304,FNT,Phyllonotus trunculus,Banded murex,Murex tubercule,Busano,17804,(Linnaeus 1758)
3070200901,BOY,Bolinus brandaris,Purple dye murex,Murex-droite épine,Cañailla,17735,(Linnaeus 1758)
3070201801,RPW,Rapana venosa,Veined rapa whelk,Rapana veiné,Busano veteado,17807,(Valenciennes 1846)
30702018XX,RPN,Rapana spp,Sea snails,Escargots de mer,Caracoles de mar,2658,
3070202301,SNE,Concholepas concholepas,False abalone,Rocher loco,Loco,3497,(Bruguière 1789)
3070300104,ABF,Haliotis rufescens,Red abalone,Ormeau rouge,Abulón colorado,2652,Swainson 1822
3070300108,ABJ,Haliotis discus,Japanese abalone,Ormeau japonais,Abulón japonés,3490,Ino 1953
3070300109,ABG,Haliotis gigantea,Giant abalone,Ormeau géant,Abulón gigante,3491,Gmelin 1791
3070300111,ABP,Haliotis midae,Perlemoen abalone,Ormeau de Mida,Oreja de mar,2653,(Linnaeus 1758)
3070300113,ABR,Haliotis rubra,Blacklip abalone,Ormeau à lèvres noires,Oreja de mar de labios negros,3492,Leach 1814
3070300114,HLT,Haliotis tuberculata,Tuberculate abalone,Ormeau tuberculeux,Oreja marina tuberculosa,3493,Linnaeus 1758
3070300120,DZS,Haliotis iris,Rainbow abalone,,,20272,Gmelin 1791
30703001XX,ABX,Haliotis spp,Abalones nei,Ormeaux nca,Orejas de mar nep,2651,
3070400603,RQN,Trochus niloticus,Commercial top,Trocha nacrier,,3653,Linnaeus 1767
30704006XX021,TSH,Ex Trochus spp,Trochus shells nei,Coquilles de troques nca,Conchas de tróquidos nep,2655,
3070500202,TOS,Turbo cornutus,Horned turban,Troque,Peonza cornuda,2656,Lightfoot 1786
3070500211,UOS,Turbo setosus,Rough turban,Turbo soyeux,,17776,Gmelin 1791
30705002XX021,GSH,Ex Turbo spp,Turban shells nei,Coquilles de turbos nca,Conchas de turbinas nep,3494,
3070600201,COO,Strombus gigas,Queen conch,Lambi,Caracol reina,2661,Linnaeus 1758
30706002XX,CON,Strombus spp,Stromboid conchs nei,Strombes nca,Cobos nep,3500,
3070800101,WHE,Buccinum undatum,Whelk,Buccin,Bocina,2659,(Linnaeus 1758)
3070800603,YJS,Babylonia spirata,Spiral babylon,Buccin spiral,,19063,(Linnaeus 1758)
3070900302,WJT,Busycon carica,Knobbed whelk,,,20387,(Gmelin 1791)
3070900303,WKO,Busycon sinistrum,Lightning whelk,,,20389,Hollister 1958
30709003XX,WHX,Busycon spp,Whelks,Busycons,Busicones,3498,
3070901201,WKQ,Busycotypus canaliculatus,Channeled whelk,,,20390,(Linnaeus 1758)
3072300201,TOQ,Tonna galea,Helmet ton,Tonne cannelée,Caracol tonel,17821,(Linnaeus 1758)
3073300201,NSQ,Nassarius mutabilis,Changeable nassa,Nasse-ceinture,Mugarida lisa,17811,(Linnaeus 1758)
3074200401,YBC,Cymbium cymbium,Pig's snout volute,Volute trompe de cochon,Voluta trompa de cerdo,18137,(Linnaeus 1758)
30742004XX,CXY,Cymbium spp,Volutes nei,Volutes nca,Volutas nep,6115,
3074200701,ZDF,Zidona dufresnei,Angulate volute,Volute angulée,Voluta angulosa,18711,(Donovan 1823)
3075100101,GFZ,Cipangopaludina chinensis,Chinese mystery snail,,,18997,(Reeve 1863)
30752001XX,UDX,Trochita spp,,,,6456,
307XXXXXXX,GAS,Gastropoda,Gastropods nei,Gastropodes nca,Gasterópodos nep,3488,
3160400103,RKQ,Arca noae,Noah's ark,Arche de Noé,Arca de Noe,17123,Linnaeus 1758
3160400106,RQZ,Arca zebra,Turkey wing,Arche zèbre,Arca cebra,17126,(Swainson 1833)
31604001XX,ARK,Arca spp,Ark clams nei,Arches nca,Arcas nep,3501,
3160400507,ACB,Scapharca broughtonii,Inflated ark,,,2662,(Schrenck 1867)
3160400508,MCL,Scapharca subcrenata,Half-crenated ark,Arche crénelée,Arca japonesa,3502,(Lischke 1869)
3160407101,BLC,Anadara granosa,Blood cockle,Arche granuleuse,Arca del Pacífico occidental,3503,(Linnaeus 1758)
3160407107,NDN,Anadara grandis,Grand ark,Arche pied d'âne,Arca casco de burro,17115,(Broderip & Sowerby 1839)
3160407112,NQT,Anadara tuberculosa,Black ark,Arche noire,Arca negra,17120,(Sowerby 1833)
3160407116,NDZ,Anadara ovalis,Blood ark,Arche ovale,,18998,(Bruguière 1789)
31604071XX,BLS,Anadara spp,Anadara clams nei,Arches Anadara nca,Arcas Anadara nep,2663,
3160501101,WSD,Sinanodonta woodiana,Chinese pond mussel,,,20494,(Lea 1834)
31605XXXXX021,FSH,Ex Unionidae,Freshwater mussel shells,Coquilles des moules eau douce,Conchas de mejillón agua dulce,3504,
3160600601,PNM,Pinctada margaritifera,Blacklip pearl oyster,Pintadine à lèvre noire,,2664,(Linnaeus 1758)
31606006XX021,OSH,Ex Pinctada spp,Pearl oyster shells nei,Coquilles d'huîtres perl. nca,Conchas de ostras perleras nep,3505,
3160602301,PTE,Pteria penguin,Penguin wing oyster,Huître perlière ailée,Ostra perlera viuda,3507,(Roding 1798)
3160700203,OCH,Ostrea chilensis,Chilean flat oyster,Huître plate chilienne,Ostra chilena,3509,Philippi 1845
3160700205,OYF,Ostrea edulis,European flat oyster,Huître plate européenne,Ostra europea,3510,Linnaeus 1758
3160700220,DRY,Ostrea lutaria,New Zealand dredge oyster,Huître plate néo-zélandaise,Ostra de Nueva Zelandia,3511,Hutton 1873
31607002XX,OYX,Ostrea spp,Flat oysters nei,Huîtres plates nca,Ostras nep,2666,
3160700306,CSC,Saccostrea cuccullata,Hooded oyster,Huître-capuchon,Ostión capuchón,2670,(Born 1778)
3160700310,OYS,Saccostrea commercialis,Sydney cupped oyster,Huître creuse d'Australie,Ostra australiana,2672,(Iredale & Roughley 1933)
3160700801,OYG,Crassostrea gigas,Pacific cupped oyster,Huître creuse du Pacifique,Ostión japonés,3514,(Thunberg 1793)
3160700802,OYM,Crassostrea rhizophorae,Mangrove cupped oyster,Huître creuse des Caraïbes,Ostión de mangle,3515,(Guilding 1828)
3160700803,OYA,Crassostrea virginica,American cupped oyster,Huître creuse américaine,Ostión virgínico,2669,(Gmelin 1791)
3160700809,OYI,Crassostrea madrasensis,Indian backwater oyster,,,2671,(Preston 1916)
3160700811,CSI,Crassostrea iredalei,Slipper cupped oyster,Huître creuse chausson,,2673,(Faustino 1932)
3160700813,OYR,Crassostrea corteziensis,Cortez oyster,Huître creuse de Cortez,Ostra de Cortez,2675,Hertlein 1951
3160700816,OGZ,Crassostrea gasar,Gasar cupped oyster,Huître creuse gasar,Ostión gasar,18782,(Dautzenberg 1891)
31607008XX,OYC,Crassostrea spp,Cupped oysters nei,Huîtres creuses nca,Ostiones nep,3513,
3160701102,OYH,Ostreola conchaphila,Olympia oyster,Huître plate Olympie,Ostra Olimpia,2668,(Carpenter 1857)
31607XXXXX,OST,Ostreidae,Flat and cupped oysters nei,Huîtres plates et creuses nca,Ostras y ostiones nep,3508,
3160800105,QSC,Aequipecten opercularis,Queen scallop,Vanneau,Volandeira,3523,(Linnaeus 1758)
3160800309,SCE,Pecten maximus,Great Atlantic scallop,Coquille St-Jacques atlantique,Vieira(=Concha de Santiago),3516,(Linnaeus 1758)
3160800311,SJA,Pecten jacobaeus,Great Mediterranean scallop,Coquille St-Jacques méditerr.,Concha de peregrino,3517,(Linnaeus 1758)
3160800313,SCZ,Pecten novaezelandiae,New Zealand scallop,Pecten de Nouvelle-Zélande,Vieira de Nueva Zelandia,2681,Reeve 1852
3160800316,SSC,Pecten fumatus,Southern Australia scallop,Pecten d'Australie du Sud,Vieira australiana del Sur,3518,Reeve 1852
