TAXONOMIC_CODE,ALPHA_3_CODE,SCIENTIFIC_NAME,NAME.EN,NAME.FR,NAME.ES,EBXID,AUTHOR
1020100101,LAU,Petromyzon marinus,Sea lamprey,Lamproie marine,Lamprea marina,14293,Linnaeus 1758
1020100201,LAR,Lampetra fluviatilis,River lamprey,Lamproie de rivière,Lamprea de río,2002,(Linnaeus 1758)
10201XXXXX,LAS,Petromyzontidae,Lampreys nei,Lamproies nca,Lampreas nep,2000,
1030300301,MYG,Myxine glutinosa,Hagfish,Myxine,Pez moco,13620,Linnaeus 1758
1030300603,MWC,Eptatretus cirrhatus,Broadgilled hagfish,,,19221,(Forster 1801)
10303XXXXX,MYX,Myxinidae,Hagfishes nei,Mixynes nca,Mixinos nep,16073,
1050200201,SBL,Hexanchus griseus,Bluntnose sixgill shark,Requin griset,Cañabota gris,2003,(Bonnaterre 1788)
1050200301,HXT,Heptranchias perlo,Sharpnose sevengill shark,Requin perlon,Cañabota bocadulce,12637,(Bonnaterre 1788)
1050200502,NTC,Notorynchus cepedianus,Broadnose sevengill shark,Platnez,Cañabota gata,2004,(Péron 1807)
1060100301,BSK,Cetorhinus maximus,Basking shark,Pèlerin,Peregrino,2005,(Gunnerus 1765)
1060200501,CCT,Carcharias taurus,Sand tiger shark,Requin taureau,Toro bacota,2006,Rafinesque 1810
1060200601,LOO,Odontaspis ferox,Smalltooth sand tiger,Requin féroce,Solrayo,13862,(Risso 1810)
1060403601,PSK,Pseudocarcharias kamoharai,Crocodile shark,Requin crocodile,Tiburón cocodrilo,14647,(Matsubara 1936)
1060600601,ALV,Alopias vulpinus,Thresher,Renard,Zorro,2008,(Bonnaterre 1788)
1060600602,PTH,Alopias pelagicus,Pelagic thresher,Renard pélagique,Zorro pelágico,2009,Nakamura 1935
1060600603,BTH,Alopias superciliosus,Bigeye thresher,Renard à gros yeux,Zorro ojón,2795,(Lowe 1841)
10606006XX,THR,Alopias spp,Thresher sharks nei,Renards de mer nca,Zorros nep,2007,
1060800201,SMA,Isurus oxyrinchus,Shortfin mako,Taupe bleue,Marrajo dientuso,2011,Rafinesque 1810
1060800203,LMA,Isurus paucus,Longfin mako,Petite taupe,Marrajo carite,2797,Guitart Manday 1966
10608002XX,MAK,Isurus spp,Mako sharks,Taupes,Marrajos,2010,
1060800301,POR,Lamna nasus,Porbeagle,Requin-taupe commun,Marrajo sardinero,2798,(Bonnaterre 1788)
1060800701,WSH,Carcharodon carcharias,Great white shark,Grand requin blanc,Jaquetón blanco,2799,(Linnaeus 1758)
10608XXXXX,MSK,Lamnidae,"Mackerel sharks,porbeagles nei",Requins taupe nca,"Jaquetones,marrajos nep",2796,
1070300901,GNC,Ginglymostoma cirratum,Nurse shark,Requin-nourrice,Gata nodriza,2013,(Bonnaterre 1788)
1080100104,SHO,Galeus melastomus,Blackmouth catshark,Chien espagnol,Pintarroja bocanegra,2803,Rafinesque 1810
1080100106,GAM,Galeus murinus,Mouse catshark,Chien islandais,Pintarroja islándica,12273,(Collett 1904)
10801001XX,GAU,Galeus spp,Crest-tail catsharks nei,Chiens galeus nca,Pintarrojas nep,2015,
1080100301,SYC,Scyliorhinus canicula,Small-spotted catshark,Petite roussette,Pintarroja,2016,(Linnaeus 1758)
1080100302,SYT,Scyliorhinus stellaris,Nursehound,Grande roussette,Alitán,2805,(Linnaeus 1758)
10801003XX,SCL,Scyliorhinus spp,"Catsharks, nursehounds nei",Roussettes nca,"Alitanes, pintarrojas nep",2804,
1080103004,HAN,Halaelurus canescens,Dusky catshark,Holbiche sombre,Pejegato oscuro,12517,(Günther 1878)
1080103402,CPS,Cephaloscyllium isabellum,Draughtsboard shark,Holbiche damier,Pejegato ajedrezado,11216,(Bonnaterre 1788)
10801XXXXX,SYX,Scyliorhinidae,"Catsharks, etc. nei","Chiens,holbiches,rousset. nca","Alitanes,pejegatos,pintar. nep",2802,
1080200401,BSH,Prionace glauca,Blue shark,Peau bleue,Tiburón azul,2018,(Linnaeus 1758)
1080201001,CCP,Carcharhinus plumbeus,Sandbar shark,Requin gris,Tiburón trozo,2807,(Nardo 1827)
1080201003,CCL,Carcharhinus limbatus,Blacktip shark,Requin bordé,Tiburón macuira,2808,(Müller & Henle 1839)
1080201007,CCF,Carcharhinus amboinensis,Pigeye shark,Requin balestrine,Tiburón baleta,11125,(Müller & Henle 1839)
1080201009,CCN,Carcharhinus acronotus,Blacknose shark,Requin nez noir,Tiburón amarillo,2809,(Poey 1860)
1080201011,OCS,Carcharhinus longimanus,Oceanic whitetip shark,Requin océanique,Tiburón oceánico,2810,(Poey 1861)
1080201012,CCR,Carcharhinus porosus,Smalltail shark,Requin tiqueue,Tiburón poroso,2020,(Ranzani 1840)
1080201014,CCD,Carcharhinus dussumieri,Whitecheek shark,Requin à joues blanches,Tiburón cariblanco,11128,(Müller & Henle 1839)
1080201016,DUS,Carcharhinus obscurus,Dusky shark,Requin de sable,Tiburón arenero,2811,(Lesueur 1818)
1080201017,FAL,Carcharhinus falciformis,Silky shark,Requin soyeux,Tiburón jaquetón,2021,(Müller & Henle 1839)
1080201018,CCE,Carcharhinus leucas,Bull shark,Requin bouledogue,Tiburón sarda,2812,(Müller & Henle 1839)
1080201020,BRO,Carcharhinus brachyurus,Copper shark,Requin cuivre,Tiburón cobrizo,2022,(Günther 1870)
1080201021,CCB,Carcharhinus brevipinna,Spinner shark,Requin tisserand,Tiburón aleta negra,2023,(Müller & Henle 1839)
1080201023,CCS,Carcharhinus signatus,Night shark,Requin de nuit,Tiburón de noche,2815,(Poey 1868)
1080201025,CCO,Carcharhinus isodon,Finetooth shark,Requin à petites dents,Tiburón dentiliso,2816,(Valenciennes 1841)
1080201026,CCA,Carcharhinus altimus,Bignose shark,Requin babosse,Tiburón baboso,2025,(Springer 1950)
1080201031,CCQ,Carcharhinus sorrah,Spottail shark,Requin à queue tachetée,Tiburón rabo manchado,11134,(Müller & Henle 1839)
10802010XX,CWZ,Carcharhinus spp,Carcharhinus sharks nei,Requins Carcharhinus nca,Cazones Carcharhinus nep,19006,
1080201703,TIG,Galeocerdo cuvier,Tiger shark,Requin tigre commun,Tintorera tigre,2818,(Péron & Lesueur 1822)
1080202701,NGB,Negaprion brevirostris,Lemon shark,Requin citron,Tiburón galano,2026,(Poey 1868)
1080204001,RHT,Rhizoprionodon terraenovae,Atlantic sharpnose shark,Requin aiguille gussi,Cazón picudo atlántico,2820,(Richardson 1836)
1080204002,RHA,Rhizoprionodon acutus,Milk shark,Requin à museau pointu,Cazón lechoso,14984,(Rüppell 1837)
1080204003,RHL,Rhizoprionodon lalandii,Brazilian sharpnose shark,Requin aiguille brésilien,Cazón picudo chino,14985,(Müller & Henle 1839)
1080204006,RHR,Rhizoprionodon porosus,Caribbean sharpnose shark,Requin aiguille antillais,Cazón picudo antillano,14988,(Poey 1861)
10802XXXXX,RSK,Carcharhinidae,Requiem sharks nei,Requins nca,"Cazones picudos,tintoreras nep",2806,
1080300501,SPZ,Sphyrna zygaena,Smooth hammerhead,Requin-marteau commun,Cornuda cruz(=Pez martillo),2822,(Linnaeus 1758)
1080300506,SPL,Sphyrna lewini,Scalloped hammerhead,Requin-marteau halicorne,Cornuda común,2028,(Griffith & Smith 1834)
1080300507,SPE,Sphyrna media,Scoophead,Requin-marteau écope,Cornuda cuchara,15391,Springer 1940
1080300508,SPQ,Sphyrna tudes,Smalleye hammerhead,Requin-marteau à petits yeux,Cornuda ojichica,15392,(Valenciennes 1822)
1080300509,SPJ,Sphyrna tiburo,Bonnethead,Requin-marteau tiburo,Cornuda de corona,2823,(Linnaeus 1758)
1080300510,SPK,Sphyrna mokarran,Great hammerhead,Grand requin marteau,Cornuda gigante,2824,(Rüppell 1837)
10803005XX,SPN,Sphyrna spp,Hammerhead sharks nei,Requins marteau nca,Cornudas(=Peces martillo) nep,2821,
10803XXXXX,SPY,Sphyrnidae,"Hammerhead sharks, etc. nei","Requins marteau, etc. nca","Cornudas, etc. nep",2027,
1080400701,CTU,Mustelus antarcticus,Gummy shark,Émissole gommée,Musola austral,3649,Günther 1870
1080400703,CTI,Mustelus canis,Dusky smooth-hound,Émissole douce,Boca dulce,13557,(Mitchill 1815)
1080400707,CTK,Mustelus henlei,Brown smooth-hound,Émissole brune,Musola parda,2030,(Gill 1863)
1080400709,MTL,Mustelus lenticulatus,Spotted estuary smooth-hound,Émissole grivelée,Musola manchada,13562,Phillipps 1932
1080400710,MUU,Mustelus lunulatus,Sicklefin smooth-hound,Émissole mamon,Musola segadora,13563,Jordan & Gilbert 1882
1080400712,SDP,Mustelus schmitti,Narrownose smooth-hound,Émissole gatuso,Gatuso,2826,Springer 1939
1080400713,SMD,Mustelus mustelus,Smooth-hound,Émissole lisse,Musola,2827,(Linnaeus 1758)
1080400715,SDS,Mustelus asterias,Starry smooth-hound,Émissole tachetée,Musola dentuda,2031,Cloquet 1821
1080400720,MPT,Mustelus punctulatus,Blackspotted smooth-hound,Émissole pointilée,Musola pimienta,13569,Risso 1826
10804007XX,SDV,Mustelus spp,Smooth-hounds nei,Émissoles nca,Tollos nep,2029,
1080401103,GAG,Galeorhinus galeus,Tope shark,Requin-hâ,Cazón,2828,(Linnaeus 1758)
1080402302,LES,Triakis semifasciata,Leopard shark,Virli léopard,Tollo leopardo,2829,Girard 1855
1080402304,TTE,Triakis megalopterus,Sharptooth houndshark,Virli dentu,Tollo dentudo,15799,(Smith 1839)
1080402901,THJ,Hemitriakis japanica,Japanese topeshark,Requin-hâ dochizame,Cazón japonés,12629,(Müller & Henle 1839)
10804XXXXX,TRK,Triakidae,"Houndsharks, smoothhounds nei","Émissoles, requins-hâ nca","Cazones, tollos nep",2825,
1080600302,HEI,Paragaleus pectoralis,Atlantic weasel shark,Milandre jaune,Tiburón comadiza,14093,(Garman 1906)
1080702001,CLL,Leptocharias smithii,Barbeled houndshark,Émissole barbue,Tiburón barbudo,13132,(Müller & Henle 1839)
1080800301,CPG,Gollum attenuatus,Slender smooth-hound,Requin chat golloum,Tollo coludo elegante,12393,(Garrick 1954)
1090100201,GSK,Somniosus microcephalus,Greenland shark,Laimargue du Groenland,Tollo de Groenlandia,2033,(Bloch & Schneider 1801)
1090100202,SOR,Somniosus rostratus,Little sleeper shark,Laimargue de la Méditerranée,Tollo boreal,2833,(Risso 1827)
1090100203,SON,Somniosus pacificus,Pacific sleeper shark,Laimargue dormeur,Tollo negro dormilón,15351,Bigelow & Schroeder 1944
1090100701,QUB,Squalus blainville,Longnose spurdog,Aiguillat coq,Galludo,15408,(Risso 1827)
1090100704,DGS,Squalus acanthias,Picked dogfish,Aiguillat commun,Mielga,2834,Linnaeus 1758
10901007XX,DGZ,Squalus spp,Dogfishes nei,Aiguillats nca,Mielgas nep,2034,
1090100801,GUP,Centrophorus granulosus,Gulper shark,Squale-chagrin commun,Quelvacho,2835,(Bloch & Schneider 1801)
1090100802,CPU,Centrophorus uyato,Little gulper shark,Petit squale-chagrin,Galludito,2836,(Rafinesque 1810)
1090100803,GUQ,Centrophorus squamosus,Leafscale gulper shark,Squale-chagrin de l'Atlantique,Quelvacho negro,2036,(Bonnaterre 1788)
1090100804,CPL,Centrophorus lusitanicus,Lowfin gulper shark,Squale-chagrin longue dorsale,Quelvacho lusitánico,2837,Bocage & Capello 1864
1090101001,ETX,Etmopterus spinax,Velvet belly,Sagre commun,Negrito,2037,(Linnaeus 1758)
1090101005,ETR,Etmopterus princeps,Great lanternshark,Sagre rude,Tollo lucero raspa,2839,Collett 1904
10901010XX,SHL,Etmopterus spp,Lanternsharks nei,Sagres nca,Tollos lucero nep,2838,
1090101401,DCA,Deania calcea,Birdbeak dogfish,Squale savate,Tollo pajarito,2841,(Lowe 1839)
1090101402,SDH,Deania hystricosa,Rough longnose dogfish,Squale-savate rude,Tollo raspa,11819,(Garman 1906)
1090101403,SDU,Deania profundorum,Arrowhead dogfish,Squale-savate lutin,Tollo flecha,11820,(Smith & Radcliffe 1912)
1090101601,CYO,Centroscymnus coelolepis,Portuguese dogfish,Pailona commun,Pailona,2039,Bocage & Capello 1864
1090101602,CYP,Centroscymnus crepidater,Longnose velvet dogfish,Pailona à long nez,Sapata negra,2040,(Bocage & Capello 1864)
1090101604,CYW,Centroscymnus owstoni,Roughskin dogfish,Pailona rapeux,Sapata lija,11200,Garman 1906
1090101605,CYU,Centroscymnus plunketi,Plunket shark,Pailona austral,Pailona austral,11201,(Waite 1910)
10901016XX,CZI,Centroscymnus spp,,,,18929,
1090101702,SYR,Scymnodon ringens,Knifetooth dogfish,Squale-grogneur commun,Bruja,2043,Bocage & Capello 1864
1090101801,SCK,Dalatias licha,Kitefin shark,Squale liche,Carocho,2044,(Bonnaterre 1788)
1090101901,CFB,Centroscyllium fabricii,Black dogfish,Aiguillat noir,Tollo negro merga,2045,(Reinhardt 1825)
1090102802,QUL,Squaliolus laticaudus,Spined pygmy shark,Squale nain,Tollo pigmeo espinudo,15406,Smith & Radcliffe 1912
10901XXXXX,DGX,Squalidae,Dogfish sharks nei,Squales nca,Galludos y tollos nep,2831,
10901XXXXX040,DGH,"Squalidae, Scyliorhinidae",Dogfishes and hounds nei,Squales et émissoles nca,"Galludos, tollos y musolas nep",2832,
10902004XX,PWS,Pristiophorus spp,Sawsharks nei,Requins scies nca,Tiburónes sierra nep,18780,
1090300401,AGN,Squatina squatina,Angelshark,Ange de mer commun,Angelote,2046,(Linnaeus 1758)
1090300404,SUG,Squatina argentina,Argentine angelshark,Ange de mer argentin,Angelote argentino,15416,(Marini 1930)
1090300406,SUC,Squatina californica,Pacific angelshark,Ange de mer du Pacifique,Pez ángel del Pacífico,15418,Ayres 1859
1090300407,SUD,Squatina dumeril,Sand devil,Ange de mer de sable,Tiburón ángel,15419,Lesueur 1818
10903XXXXX,ASK,Squatinidae,"Angelsharks, sand devils nei",Anges de mer nca,"Angelotes, peces ángel nep",2842,
1090500601,OXY,Oxynotus centrina,Angular roughshark,Centrine commune,Cerdo marino,2843,(Linnaeus 1758)
1090500602,OXN,Oxynotus paradoxus,Sailfin roughshark,Humantin,Cerdo marino velero,2047,Frade 1929
1090600901,SHB,Echinorhinus brucus,Bramble shark,Squale bouclé,Tiburón de clavos,2844,(Bonnaterre 1788)
109XXXXXXX,SHX,Squaliformes,"Dogfish sharks, etc. nei",Squaliformes nca,Squaliformes nep,2830,
1100100401,RCA,Rhynchobatus australiae,Whitespotted wedgefish,,,15002,Whitley 1939
1100100402,RCD,Rhynchobatus djiddensis,Giant guitarfish,Poisson paille à pois,Pez cuna manchado,15003,(Forsskål 1775)
1100100507,RBC,Rhinobatos cemiculus,Blackchin guitarfish,Poisson-guitare fouisseur,Guitarra barba negra,14939,Geoffroy St. Hilaire 1817
1100100509,GUD,Rhinobatos percellens,Chola guitarfish,Poisson-guitare chola,Guitarra chola,2847,(Walbaum 1792)
1100100510,GUF,Rhinobatos planiceps,Pacific guitarfish,Poisson-guitare du Pacifique,Guitarra del Pacífico,2049,Garman 1880
1100100524,RBX,Rhinobatos rhinobatos,Common guitarfish,,,14955,(Linnaeus 1758)
11001XXXXX,GTF,Rhinobatidae,"Guitarfishes, etc. nei","Guitares, etc. nca","Guitarras, etc. nep",2048,
11002XXXXX,SAW,Pristidae,Sawfishes,Poissons-scies,Peces sierra,2050,
1100400101,RJB,Raja batis,Blue skate,Pocheteau gris,Noriega,2051,Linnaeus 1758
1100400102,RJC,Raja clavata,Thornback ray,Raie bouclée,Raya de clavos,2851,Linnaeus 1758
1100400103,RJR,Raja radiata,Starry ray,Raie radiée,Raya radiante,2052,Donovan 1808
1100400104,RJM,Raja montagui,Spotted ray,Raie douce,Raya pintada,2852,Fowler 1910
1100400105,RJH,Raja brachyura,Blonde ray,Raie lisse,Raya boca de rosa,2853,Lafont 1873
1100400106,RJI,Raja circularis,Sandy ray,Raie circulaire,Raya falsa vela,2053,Couch 1838
1100400107,RJF,Raja fullonica,Shagreen ray,Raie chardon,Raya cardadora,2854,Linnaeus 1758
1100400109,RJE,Raja microocellata,Small-eyed ray,Raie mêlée,Raya colorada,2054,Montagu 1818
1100400110,RJN,Raja naevus,Cuckoo ray,Raie fleurie,Raya santiguesa,2855,Müller & Henle 1841
1100400111,RJO,Raja oxyrinchus,Longnosed skate,Pocheteau noir,Raya picuda,2856,Linnaeus 1758
1100400112,RJU,Raja undulata,Undulate ray,Raie brunette,Raya mosaica,2055,Lacépède 1802
1100400118,RFA,Raja taaf,Whiteleg skate,Raie épineuse,,14869,Meissner 1987
1100400125,RJA,Raja alba,White skate,Raie blanche,Raya bramante,2056,Lacépède 1803
1100400131,RJY,Raja fyllae,Round ray,Raie ronde,Raya redonda,2858,Lütken 1887
1100400132,SRR,Raja georgiana,Antarctic starry skate,Raie étoilée antarctique,Raya estrellada antártica,2859,Norman 1938
1100400137,JRS,Raja asterias,Mediterranean starry ray,Raie étoilée,Raya estrellada,14800,Delaroche 1809
1100400142,JRI,Raja binoculata,Big skate,,,14805,Girard 1855
1100400146,JRT,Raja castelnaui,Spotback skate,,Raya a lunares,14809,Miranda-Ribeiro 1907
1100400154,JRY,Raja cyclophora,Eyespot skate,,Raya de círculos,14817,Regan 1903
1100400160,RJD,Raja erinacea,Little skate,Raie hérisson,,2057,(Mitchill 1852)
1100400168,RJG,Raja hyperborea,Arctic skate,Raie arctique,Raya ártica,14830,Collett 1879
1100400181,RJK,Raja lintea,Sailray,Raie voile,Raya vela,14842,Fries 1838
1100400183,JFY,Raja maderensis,Madeiran ray,Raie de Madère,Raya de Madeira,14844,Lowe 1839
1100400186,JAI,Raja miraletus,Brown ray,Raie miroir,Raya de espejos,14847,Linnaeus 1758
1100400188,JAD,Raja nidarosiensis,Norwegian skate,Pocheteau de Norvège,Raya noruega,14849,Storm 1881
1100400193,JAY,Raja polystigma,Speckled ray,,,14853,Regan 1923
1100400198,JAR,Raja radula,Rough ray,Raie rape,,14858,Delaroche 1809
11004001XX,SKA,Raja spp,Raja rays nei,Pocheteaux et raies raja nca,Rayas raja nep,2850,
1100400201,BEA,Bathyraja eatonii,Eaton's skate,Raie d'Eaton,Raya de Eaton,2059,(Günther 1876)
1100400202,BAM,Bathyraja maccaini,McCain's skate,Raie de McCain,Raya de McCain,2862,Springer 1971
1100400203,BMU,Bathyraja murrayi,Murray's skate,Raie de Murray,Raya de Murray,2863,(Günther 1880)
1100400212,BYR,Bathyraja irrasa,Kerguelen sandpaper skate,Raie rugueuse,Raya rugosa,10809,Hureau & Ozouf-Costaz 1980
1100400216,BYE,Bathyraja meridionalis,Dark-belly skate,,,10813,Stehmann 1987
1100400227,RJQ,Bathyraja spinicauda,Spinetail ray,Raie à queue épineuse,,2060,(Jensen 1914)
1100400233,BZB,Bathyraja brachyurops,Broadnose skate,,Raya de los canales,19253,(Fowler 1910)
1100400234,BZM,Bathyraja macloviana,Patagonian skate,,Raya espinosa,19254,(Norman 1937)
11004002XX,BHY,Bathyraja spp,Bathyraja rays nei,Raies Bathyraja nca,Rayas Bathyraja nep,2861,
1100402001,DPQ,Dipturus innominatus,New Zealand smooth skate,,,19222,(Garrick & Paul 1974)
1100403001,ZRN,Zearaja nasuta,New Zealand rough skate,,,19223,(Müller & Henle 1841)
1100403002,DPV,Zearaja chilensis,Yellownose skate,,Raya hocicuda,19255,(Guichenot 1848)
1100403201,RRW,Rioraja agassizi,Rio skate,,Raya lisa,19256,(Müller & Henle 1841)
11004034XX,XMB,Psammobatis spp,Psammobatis sand skates nei,,Rayas Psammobatis nep,19260,
1100403601,YBQ,Sympterygia bonapartii,Smallnose fanskate,,Raya marmorada,19257,Müller & Henle 1841
1100403602,YAW,Sympterygia acuta,Bignose fanskate,,Raya marrón oscuro,19258,Garman 1877
11004XXXXX,RAJ,Rajidae,Rays and skates nei,Rajidés nca,Rayidos nep,2849,
1100500301,WST,Dasyatis akajei,Whip stingray,Pastenague du Pacifique,Raya látigo del Pacífico,2865,(Müller & Henle 1841)
1100500302,RDA,Dasyatis americana,Southern stingray,Pastenague américaine,Raya látigo americana,11783,Hildebrand & Schroeder 1928
1100500306,RDV,Dasyatis brevis,Whiptail stingray,,,11787,(Garman 1880)
1100500307,RDC,Dasyatis centroura,Roughtail stingray,Pastenague des îles,Raya-látigo isleña,11788,(Mitchill 1815)
1100500314,RDU,Dasyatis guttata,Longnose stingray,Pastenague long nez,,11795,(Bloch & Schneider 1801)
1100500316,PLS,Dasyatis violacea,Pelagic stingray,Pastenague violette,Raya-látigo violeta,2062,(Bonaparte 1832)
1100500320,RDL,Dasyatis longa,Longtail stingray,Pastenague queue longue,Raya látigo coluda,11800,(Garman 1880)
1100500321,RDS,Dasyatis margarita,Daisy stingray,,,11801,(Günther 1870)
1100500326,JDP,Dasyatis pastinaca,Common stingray,Pastenague commune,Raya látigo común,11806,(Linnaeus 1758)
11005003XX,STI,Dasyatis spp,Stingrays nei,Pastenagues nca,Pastinacas nep,2061,
1100503407,DHG,Himantura gerrardi,Sharpnose stingray,,,12686,(Gray 1851)
11005XXXXX,STT,Dasyatidae,"Stingrays, butterfly rays nei","Pastenagues, etc. nca","Pastinacas, etc. nep",2864,
11006006XX,QEX,Potamotrygon spp,S.Am. freshwater stingrays nei,,Rayas de río sudamericana nep,6791,
1100700202,MAE,Aetobatus narinari,Spotted eagle ray,Aigle de mer léopard,Chucho pintado,10215,(Euphrasen 1790)
1100700801,MYL,Myliobatis aquila,Common eagle ray,Aigle commun,Aguila marina,13590,(Linnaeus 1758)
1100702402,MRB,Rhinoptera bonasus,Cownose ray,Mourine américaine,Gavilán cubanito,14972,(Mitchill 1815)
1100702403,MRR,Rhinoptera brasiliensis,Ticon cownose ray,,,14973,Müller 1836
1100702406,MRM,Rhinoptera marginata,Lusitanian cownose ray,Mourine lusitanienne,Gavilán lusitánico,14976,(Geoffroy St. Hilaire 1817)
1100702408,MRS,Rhinoptera steindachneri,Pacific cownose ray,,,14978,Evermann & Jenkins 1891
11007XXXXX,EAG,Myliobatidae,Eagle rays nei,Aigles de mer nca,Aguilas de mar nep,2866,
1100800702,RMB,Manta birostris,Giant manta,Mante géante,Manta gigante,13369,(Walbaum 1792)
1100801005,RMJ,Mobula japanica,Spinetail mobula,Mante aiguillat,,13502,(Müller & Henle 1841)
1100801007,RMM,Mobula mobular,Devil fish,,Manta mobula,13504,(Bonnaterre 1788)
11008010XX,RMV,Mobula spp,Mobula nei,,,18767,
11008XXXXX,MAN,Mobulidae,"Mantas, devil rays nei","Mantes, diables de mer nca","Mantas, diablos nep",2063,
1101001501,RGL,Gymnura altavela,Spiny butterfly ray,Raie-papillon épineuse,Raya mariposa,12485,(Linnaeus 1758)
1101001505,RGM,Gymnura marmorata,California butterfly ray,Raie-papillon californienne,Raya mariposa californiana,12489,(Cooper 1864)
1101001506,RGI,Gymnura micrura,Smooth butterfly ray,Raie-papillon glabre,,12490,(Bloch & Schneider 1801)
110XXXXXXX,SRX,Rajiformes,"Rays, stingrays, mantas nei","Raies, pastenagues, mantes nca","Rayas, pastinacas, mantas nep",2845,
1110100207,TTR,Torpedo marmorata,Marbled electric ray,Torpille marbrée,Tremolina mármol,15725,Risso 1810
1110100214,TTW,Torpedo tremens,Chilean torpedo,,Temblara,15732,de Buen 1959
11101002XX,TOE,Torpedo spp,Torpedo rays,Torpilles,Tremolinas,2065,
1120100301,CMO,Chimaera monstrosa,Rabbit fish,Chimère commune,Quimera,2869,Linnaeus 1758
1120100302,CMH,Chimaera phantasma,Silver chimaera,,,11350,Jordan & Snyder 1900
1120100401,RAT,Hydrolagus colliei,Spotted ratfish,Chimère d'Amérique,Quimera americana,2066,(Lay & Bennett 1839)
1120100402,CYA,Hydrolagus affinis,Smalleyed rabbitfish,Chimère à petits yeux,Quimera ojo chico,12764,(Capello 1868)
1120100411,CYV,Hydrolagus novaezealandiae,Dark ghost shark,,,2871,(Fowler 1911)
11201004XX,HYD,Hydrolagus spp,Ratfishes nei,Chimères nca,Quimeras nep,2870,
1120200101,RCT,Rhinochimaera atlantica,Straightnose rabbitfish,Chimère à nez mou,Narigón sierra,14961,Holt & Byrne 1909
1120300101,CHB,Callorhinchus milii,Ghost shark,Masca laboureur,,11064,Bory de Saint-Vincent 1823
1120300102,CHJ,Callorhinchus callorynchus,Plownose chimaera,Masca,Pejegallo,11063,(Linnaeus 1758)
1120300103,CHM,Callorhinchus capensis,Cape elephantfish,Masca du Cap,Pejegallo del Cabo,2874,(Duméril 1865)
11203XXXXX,CAH,Callorhinchidae,"Elephantfishes, etc. nei","Mascas, etc. nca","Pejegallos, etc. nep",2873,
112XXXXXXX,HOL,Chimaeriformes,"Chimaeras, etc. nei","Chimères, etc. nca","Quimeras, etc. nep",3389,
1160200201,PPB,Protopterus aethiopicus,Marbled lungfish,,,14611,Heckel 1851
11602002XX,FLU,Protopterus spp,African lungfishes,Protoptères d'Afrique,Protopteros africanos,2875,
1170100102,APG,Acipenser gueldenstaedtii,Danube sturgeon(=Osetr),Esturgeon du Danube,Esturión del Danube,2877,Brandt & Ratzeberg 1833
1170100103,AAA,Acipenser naccarii,Adriatic sturgeon,Esturgeon de l'Adriatique,Esturión del Adriático,10183,Bonaparte 1836
1170100104,APR,Acipenser ruthenus,Sterlet sturgeon,Sterlet,Esterlete,2070,Linnaeus 1758
1170100105,APE,Acipenser stellatus,Starry sturgeon,Esturgeon étoilé,Esturión estrellado,2071,Pallas 1771
1170100106,AAN,Acipenser nudiventris,Fringebarbel sturgeon,Esturgeon barbillons frangés,Esturión barba de flecos,10184,Lovetzky 1828
1170100109,APN,Acipenser transmontanus,White sturgeon,Esturgeon blanc,Esturión blanco,2878,Richardson 1836
1170100112,APB,Acipenser baerii,Siberian sturgeon,Esturgeon de Sibérie,Esturión de Siberia,2879,Nikolskii 1896
1170100115,AAM,Acipenser medirostris,Green sturgeon,Esturgeon vert,Esturión verde,10180,Ayres 1854
1170100501,HUH,Huso huso,Beluga,Béluga,Esturión beluga,2072,(Linnaeus 1758)
11701XXXXX,STU,Acipenseridae,Sturgeons nei,Esturgeons nca,Esturiones nep,2069,
1170200201,PAM,Polyodon spathula,Mississippi paddlefish,Spatule d'Amérique,Espátula,2880,(Walbaum 1792)
1180100101,AAC,Amia calva,Bowfin,,,10338,Linnaeus 1766
1190100203,JTP,Atractosteus tropicus,Tropical gar,,Gaspar,19068,Gill 1863
11901002XX,LKX,Atractosteus spp,,Garpiques nca,,19094,
11901XXXXX,LXS,Lepisosteidae,Gars nei,Lépisostés nca,Pejelagartos nep,19140,
1210500105,HER,Clupea harengus,Atlantic herring,Hareng de l'Atlantique,Arenque del Atlántico,2886,Linnaeus 1758
1210500107,HEP,Clupea pallasii,Pacific herring,Hareng du Pacifique,Arenque del Pacífico,2078,Valenciennes 1847
1210500503,AGS,Amblygaster sirm,Spotted sardinella,Sardinelle tachetée,Sardinela manchada,10324,(Walbaum 1792)
1210501101,CUI,Alosa caspia,Caspian shad,Alose de la mer Caspienne,Sábalo del Mar Caspio,10294,(Eichwald 1838)
1210501102,SHC,Alosa pontica,Pontic shad,Alose de la mer Noire,Sábalo del Mar Negro,2079,(Eichwald 1838)
1210501103,SHA,Alosa sapidissima,American shad,Alose savoureuse,Sábalo americano,2889,(Wilson 1811)
1210501104,ASD,Alosa alosa,Allis shad,Alose vraie(=Grande alose),Sábalo común,2890,(Linnaeus 1758)
1210501105,TSD,Alosa fallax,Twaite shad,Alose feinte,Saboga(=Alosa),2080,(Lacépède 1803)
1210501106,ALE,Alosa pseudoharengus,Alewife,Gaspareau,Pinchagua,2081,(Wilson 1811)
1210501107,BBH,Alosa aestivalis,Blueback shad,Alose d'été du Canada,Sábalo del Canadá,2082,(Mitchill 1814)
1210501108,SHH,Alosa mediocris,Hickory shad,Alose américaine,,2083,(Mitchill 1814)
